 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.374663469484	0.0141142554748	0.019208697422	0.045671286316	0.05674988238	0.01064423286	0.0100904554	0.08179541749	0.094924558532	0.1293890464	0.162748698332
a31	0.1848071831	0.00810537827368	0.0502032526832	0.0308317238987	0.009997723784	0.003828739276	0.0217990264	0.009395503682	0.05526101972	0.5809080814	0.044862353076
a20	0.146753477742	0.0279050215911	0.0012507876023	0.0651358943702	0.083755128674	0.0195052853304	0.03055802008	0.017926224862	0.089658583256	0.51485472374	0.002696862768
a13	0.17996986869	0.0134925820377	0.0412240338248	0.0287759184538	0.024074520112	0.018190122356	0.09108459622	0.0351129952488	0.0495070837292	0.4964322919	0.02213598784
a37	0.14896021	0.0043299668624	0.00832319516112	0.0259991434352	0.0346643366	0.021377510356	0.1075570476	0.086961037106	0.048607632204	0.4438269566	0.06939293396
a31	0.1145560138	0.0017069489988	0.0067386559822	0.0359440894908	0.0700267922	0.022475637774	0.1025089594	0.056875446292	0.06740054524	0.40519721	0.11656969656
a43	0.078603792072	0.004598499481	0.0840612718796	0.024425032696	0.17287593416	0.0883495886	0.05319894644	0.0466560153732	0.031079874728	0.40946418006	0.006686801314
a31	0.0231165412	0.0028437843354	0.0054258150502	0.0240205552354	0.053323828002	0.015620594252	0.02932005644	0.016174302356	0.085782217	0.690456352	0.05391599612
a24	0.062669170072	0.0133200237414	0.043440393176	0.0603327590494	0.2060245452	0.0258773127	0.025920946	0.010836813528	0.1018734541	0.44292276822	0.006781840754
a7	0.12729047	0.013094221085	0.0147781906732	0.04140110258	0.046545056766	0.01867422882	0.02101208428	0.02307374894	0.1069494582	0.5628306	0.02435085
a31	0.0663277776	0.009940007448	0.01775696909	0.03370344299	0.0433533284	0.02385738652	0.0311080977	0.02631742754	0.0740070898	0.625850466	0.0477779642
a13	0.08718694008	0.0228101563668	0.032713967168	0.07347188084	0.14600802134	0.0569075802	0.0296983194	0.0195622984	0.0590619098	0.4313666296	0.04121230776
a28	0.132461198	0.02442665208	0.0276605748584	0.04438343112	0.0503997089	0.0241320112	0.0431599226	0.0283166706	0.1211219	0.474777094	0.0291608488
a20	0.1581477824	0.02537028278	0.03124168093	0.0316186679	0.0413049356	0.0428761442	0.087827801	0.0527892334	0.135881442	0.323856026	0.0690859932
a31	0.0806349528	0.0275725768	0.034898330534	0.03489030398	0.063334729	0.105436822	0.110175805	0.0775274648	0.1199988126	0.308830496	0.0366997314
a37	0.125922946	0.0342858244028	0.034202391176	0.058988030398	0.0533123236	0.2001160502	0.0963916624	0.0456083152	0.109166657	0.210686763	0.03131899926
a1	0.1219230896	0.0550929376	0.045994249178	0.044099066372	0.0639195296	0.078776328	0.126463098	0.1041499664	0.141867178	0.166734754	0.050979772
a28	0.076247732	0.0490334024	0.0525845985	0.04981355756	0.0564843192	0.13454742	0.153246279	0.1088554466	0.1235923358	0.14765613	0.047938742
a1	0.0830762272	0.0532380638	0.04190727436	0.043123108	0.061151856	0.094875658	0.1460286272	0.1032263608	0.1339781432	0.1660557608	0.0733389068
a28	0.0623851484	0.03560502652	0.03017697037	0.03045516874	0.0454634144	0.1903491888	0.0952872944	0.0672904752	0.067985242	0.3430491414	0.0319529082
a31	0.088714943	0.0374339428	0.02988873268	0.0387341175	0.0517803006	0.0780787892	0.102364348	0.1199159742	0.0820804988	0.293000018	0.078008369
a20	0.12803964076	0.036669848366	0.03363647526	0.03810489884	0.04830147334	0.0658770396	0.1255686528	0.0601625788	0.0982421984	0.296466303	0.068930887
a31	0.1340210926	0.0896723116	0.03996876252	0.04235173928	0.07782335	0.123644704	0.0905747292	0.0748105418	0.0983280052	0.1530604548	0.0757443004
a20	0.1428713393	0.0607390762	0.0526516332	0.05381760272	0.0549713376	0.05762155588	0.0605417534	0.081838561	0.0949612016	0.25321751	0.086768452
a31	0.1192928392	0.0963584724	0.0723175174	0.0653467602	0.06659879	0.088682152	0.1084174366	0.07899488	0.1102436416	0.1186687064	0.075078798
a8	0.08341916254	0.084854884	0.0680680446	0.0736081702	0.058045888	0.0589007022	0.073059477	0.0831990654	0.10299565	0.19215038	0.12169857
</S>	0.1294627636	0.118098808	0.101626436	0.090700043	0.0768656626	0.0764185922	0.079588973	0.075261576	0.0899698572	0.091908621	0.0700986724
