 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.21167940977	0.250777679	0.0315063469	0.04078527618	0.020141556	0.0406998971256	0.0489258052	0.11409086892	0.12101027494	0.011450648154	0.096574199968	0.01235804844
a10	0.10121787774	0.213672138552	0.02363042176	0.08741130406	0.018143774416	0.0568714498385	0.10671075612	0.12190619806	0.21697669	0.0321930194	0.01309466892	0.00817173004
a20	0.122009852256	0.11171281664	0.0063088255288	0.172490248216	0.07386406952	0.0137245365765	0.1073335782	0.327853005537	0.0353514066	0.00833611049	0.011225937552	0.009789588756
a31	0.221500567152	0.101140424052	0.00735404014	0.03156051892	0.05788392854	0.0223795534534	0.1797268054	0.199209089951	0.118642503	0.015828065289	0.003293025384	0.0414815035566
a20	0.10760955656	0.12293291184	0.0114018751024	0.03418815004	0.0459409714	0.088098448645	0.0816615888	0.345353452719	0.0987088296	0.0500661836	0.0005748002102	0.0134632266496
a31	0.223293006144	0.11213216046	0.01088276954	0.03239365022	0.0500814533932	0.0300410104092	0.04219101104	0.170621094074	0.26724081608	0.0332314078677	0.003836301032	0.0240553216223
a17	0.1936103224	0.09178921532	0.01146686035	0.03060498168	0.01209949956	0.0134469583504	0.16252704754	0.224846040593	0.1194264218	0.129927717369	0.002010135328	0.008244768838
a31	0.2127257552	0.0863916314	0.0100567579768	0.031881294214	0.038828688744	0.0270363666338	0.071235060464	0.100024494554	0.28058501412	0.082919143058	0.006670780414	0.051644997744
a26	0.3246554632	0.03765629212	0.01374096614	0.01432684588	0.01687761856	0.0240762881999	0.120163795356	0.0967789535181	0.2207709568	0.119367906148	0.00347455438	0.0081103935464
a23	0.20231246214	0.07464527112	0.00574698724	0.01457971684	0.03990047108	0.03561416096	0.1368608977	0.04725919146	0.299627034	0.085953058	0.01354768604	0.04395307292
a31	0.23791924136	0.0831341279	0.0045742484	0.012370895	0.028567763068	0.0302351712166	0.0829648	0.052741592684	0.137304508	0.1846336168	0.0261868786	0.1193671169
a20	0.1590157056	0.0662342682	0.019248903392	0.0516833912	0.08029851954	0.11045151352	0.060654896	0.07197262376	0.216537966	0.1216082272	0.0148472314	0.02744676552
a31	0.16323612406	0.121634936	0.0151050531	0.0377722264	0.04578537338	0.07322795602	0.0949476336	0.02534056408	0.1278379948	0.2271071474	0.0431455026	0.0248594992
a41	0.11623878612	0.0626620128	0.01996893886	0.0490132852	0.0797554426	0.11653546624	0.0705062432	0.0939789399	0.2091637894	0.1408279657	0.016242732	0.0251063998
a35	0.1441745892	0.136406681	0.0354491448	0.0758285216	0.0665804884	0.0778150104	0.098187614	0.0458815952	0.084999556	0.1460245866	0.0564234648	0.0322287603
a24	0.08818250304	0.107702755	0.0328141386	0.0620956172	0.0657657662	0.0884310792	0.1338948632	0.0939349876	0.1252680556	0.1301125349	0.0487921508	0.02300552594
a31	0.0394740838	0.0485373674	0.02089687746	0.0275495618	0.032551515	0.0751941078	0.145254214	0.127039746	0.1374397544	0.2661379554	0.0574646102	0.022460245
a3	0.1213871178	0.0695637224	0.0326296422	0.0500014276	0.0673581712	0.077540188	0.1664765412	0.1074231186	0.1738383368	0.0861669288	0.0231621014	0.02445271636
a31	0.0755333872	0.0571461038	0.0332365114	0.056022164	0.063027044	0.102109382	0.145859186	0.0931801498	0.0989698818	0.124428413	0.078146268	0.07234150196
a35	0.08237379054	0.06508351006	0.0502419352	0.056521812	0.0825068522	0.1217200552	0.157153116	0.1027109994	0.0773193316	0.1347896862	0.0377153962	0.031863534
a24	0.1295848288	0.1078333024	0.0495545708	0.091684596	0.1008849476	0.1163494544	0.1014381304	0.0772892324	0.091608191	0.04073931224	0.0598329836	0.03320043126
a31	0.0580441986	0.0563113072	0.039623973	0.052085513	0.0586846752	0.123838166	0.141226978	0.106709715	0.157470542	0.0904058332	0.0844179852	0.03118114276
a7	0.0694553154	0.06078740846	0.04516913	0.0496613176	0.0702056568	0.1059710516	0.1248148948	0.1159159898	0.138149491	0.121069652	0.0562188374	0.042581228
a31	0.0876291016	0.0847193534	0.0476034176	0.077744082	0.094319342	0.1077674084	0.1085595382	0.0809486356	0.0927406794	0.0755339396	0.087629887	0.05480462208
a28	0.06551478164	0.064217731852	0.05131997	0.0491475262	0.0648617562	0.1394756606	0.1236182312	0.114611685	0.0866822546	0.1370724342	0.062237468	0.0412405206
a38	0.1060104002	0.1175454348	0.0553564112	0.0712366356	0.0805792352	0.1078710094	0.09817172	0.0845597688	0.0962839556	0.04796406374	0.084532116	0.04988926484
a31	0.0793082614	0.09524733288	0.0524863142	0.0576239292	0.0659231998	0.115880932	0.123212584	0.104794694	0.1129390488	0.06406147452	0.082249842	0.04627242118
a38	0.06979834328	0.06056579138	0.0560921364	0.0500341196	0.0662647086	0.1201465998	0.1058732022	0.1078880426	0.0985896454	0.1236274634	0.0773785466	0.063741425
a24	0.0861603872	0.0958621072	0.060333558	0.062850796	0.0741837258	0.1177196952	0.11488659	0.0938789822	0.0996427368	0.0499368912	0.0875062772	0.057038295
a31	0.1208911552	0.092667516	0.0505333072	0.0484452578	0.0535317714	0.0969251592	0.1167793838	0.0904450848	0.0940891506	0.065339617	0.1215725528	0.0487800156
a27	0.0594227528	0.05587422244	0.0516385944	0.0462272384	0.0606841282	0.102635721	0.0919386648	0.1123447088	0.1247788338	0.1302680348	0.0814121558	0.0827749368
a31	0.1028863268	0.087295672	0.0568771338	0.0652688902	0.0646362428	0.1113225872	0.118626032	0.098214251	0.086521086	0.06712882326	0.088714689	0.05250824332
a28	0.07140941162	0.0697279618	0.055356451	0.0502418814	0.0572003642	0.1390484536	0.1096748788	0.0983506212	0.077009656	0.115926793	0.0876713542	0.0683821788
a37	0.1133207332	0.115456314	0.0579601196	0.0628098604	0.0620931302	0.1089291376	0.107875708	0.0944735294	0.0876471256	0.0560493484	0.0816474104	0.0517375486
a46	0.0927323546	0.0947538794	0.056866009	0.0611758448	0.0580645256	0.1039672032	0.1090721688	0.101655308	0.0926728258	0.071756438	0.107269138	0.0500143218
a31	0.094724703	0.0861471852	0.053653533	0.0628035022	0.0611050524	0.083013024	0.077071484	0.0990351428	0.0893836652	0.1113193532	0.129256758	0.052486594
a33	0.0816269302	0.0660737668	0.04970528	0.0470570392	0.0569770246	0.0828992558	0.075112568	0.0948180032	0.0833067934	0.131662906	0.088237763	0.1425226632
