 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.240998709906	0.00335313913	0.008017154702	0.00590990973	0.0251129098	0.18994659492	0.129470470626	0.373975131	0.023215991932
a24	0.065474719426	0.001644994572	0.002890464268	0.317490773352	0.09235385716	0.002934973459	0.007990714908	0.47725314392	0.031966391228
a31	0.02725400873	0.0003005651051	0.0007371252489	0.151250198308	0.08600645396	0.0120942721284	0.00876542032	0.61416748068	0.09942449664
a20	0.269915631184	0.012417796812	0.01354802914	0.18281796128	0.02394292848	0.058758279242	0.00695113702	0.41034499938	0.02130324108
a0	0.071961506578	0.027428096746	0.00960499714	0.18334854212	0.0262767856	0.176344330296	0.00936335968	0.3962796844	0.09939274286
a31	0.063281339536	0.007491292722	0.007871064887	0.2133082016	0.0409035944	0.13321046494	0.012990693	0.406345026	0.1145983026
a20	0.15746461016	0.0693686087852	0.064473487389	0.356533854	0.1159087304	0.1323294579	0.0104601002	0.0886228822	0.004838235354
a11	0.22173061972	0.017733536166	0.026577560334	0.1577726606	0.13989611282	0.214467803748	0.01454834926	0.185579375	0.02169402062
a20	0.2472359764	0.0345204555	0.057679943824	0.09018464774	0.20053575528	0.21487575268	0.03816493772	0.0881632696	0.02863926854
a39	0.2142673544	0.035260520346	0.046363095312	0.0807408364	0.210005663112	0.241987638768	0.04185890624	0.09639021726	0.033125765
a10	0.1878778968	0.02772002352	0.02745414442	0.055580024	0.15228068996	0.259377359	0.0821439356	0.1525296335	0.055036336
a31	0.0481528462	0.05502749464	0.0540070568	0.0524186824	0.11219910834	0.2325172004	0.1419453508	0.231181192	0.072551084
a20	0.1147467852	0.0519146514	0.054095772	0.0507271414	0.1926718508	0.2242704254	0.087755649	0.1558022564	0.0680154322
a31	0.1361961452	0.0975443992	0.10280519	0.0603054372	0.2190200182	0.1889207514	0.0633869598	0.0701072612	0.0617138706
a11	0.1364186702	0.143912	0.152531316	0.0779278172	0.1009161162	0.1037837276	0.096016294	0.10795782	0.0805361988
a20	0.132596766	0.133111998	0.1377721372	0.0741802654	0.0895933686	0.204424575	0.0866668786	0.0673780214	0.0742760058
a39	0.15175553	0.145800776	0.128733266	0.0822067792	0.1080657866	0.121681681	0.0886473728	0.0888041666	0.084304657
a20	0.1470830732	0.1182326308	0.118121232	0.0724989766	0.140058054	0.1290278788	0.1024738402	0.082553329	0.0899509836
a31	0.14034017	0.1061944084	0.1084412244	0.0590928674	0.1240374934	0.131989752	0.1272683292	0.131559304	0.0710764738
a46	0.1444671688	0.1107057672	0.089757006	0.0605130846	0.0775807592	0.1047623138	0.11177772	0.149482032	0.150954136
a31	0.168884429	0.1114944716	0.1113952836	0.080428544	0.0866784762	0.1346651336	0.106433056	0.092224098	0.10779651
</S>	0.10998988	0.119951958	0.107754118	0.0666830382	0.0674958954	0.0966658177	0.136505239	0.155262999	0.1396911172
