 	tutto	il	cibo	vuole	girato	</S>
a31	0.18918988492	0.12486433124	0.2633710452	0.05122233044	0.3526029226	0.0187495245
a8	0.0645887082	0.126245283	0.3364015276	0.0884928844	0.376602521	0.00766904706
a31	0.2050061558	0.081230056	0.214913037406	0.02773274062	0.450172406	0.020945646378
a29	0.163657994	0.1423952818	0.2114787317	0.05386773012	0.4229102906	0.00568997492
a20	0.1530087534	0.19360753894	0.023381622226	0.013469657358	0.5800269758	0.036505474006
a39	0.511023106	0.227296476	0.0428744612	0.0585111138	0.1191660538	0.041128772308
a31	0.410223674	0.109694825	0.02107178726	0.05359540147	0.2543240916	0.151090206232
a0	0.3211920996	0.220654375	0.0642584242	0.048089157	0.2153796616	0.13042629928
a31	0.5616293344	0.1077974964	0.0398841182	0.04433434842	0.0916317652	0.154722932028
a24	0.28685784396	0.1939607254	0.089372711	0.05916188294	0.252469428	0.11817744104
a36	0.557910566	0.1298551995	0.0575392038	0.04563905912	0.088255298	0.12080074022
a11	0.43862551	0.0988633326	0.149214689	0.068334223	0.1000557898	0.1449064939
a17	0.41964437	0.1024637554	0.1536687544	0.0814540902	0.1660576814	0.0767113306
a31	0.343684156	0.0926497808	0.1196226117	0.0714389354	0.2975652032	0.0750393256
a6	0.217293604	0.177763176	0.211898234	0.07819969	0.25279177	0.0620535484
a31	0.269297	0.097266244	0.1453290928	0.0785510248	0.337064679	0.0724919872
a24	0.354020442	0.1312496336	0.156847226	0.0740876626	0.2031289376	0.0806660834
a6	0.34324189	0.18040101	0.220936726	0.0707631312	0.1093245288	0.0753327368
a31	0.246398592	0.168997796	0.251615546	0.1207534824	0.121986912	0.0902476796
a46	0.34125329	0.1151331232	0.148949174	0.0901065664	0.218565668	0.0859922056
a39	0.2348844448	0.1617946246	0.22674145	0.1221053282	0.165683672	0.088790464
a31	0.212059258	0.188353112	0.202385384	0.115459098	0.144489444	0.1372537354
a41	0.373324816	0.134632374	0.168559066	0.094267549	0.1533018784	0.075914367
a8	0.164988986	0.154180533	0.2487579912	0.1305743508	0.1706528408	0.1308453208
</S>	0.2431365	0.159467344	0.24190343	0.1340498856	0.133322484	0.0881203532
