 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.1719737736	0.36590241	0.2466231614	0.0192593064	0.010453580788	0.03213033936	0.0892602052	0.064397268328
a3	0.00609968886	0.3112098688	0.2655786726	0.1202057144	0.0655350557738	0.079615030332	0.1087718308	0.04298418132
a17	0.006530779834	0.18753391884	0.08421555564	0.123638362322	0.0268198135146	0.03365112306	0.469110651	0.068499785964
a28	0.03241300508	0.23715790344	0.03548766508	0.1403458715	0.0447389067978	0.0402782337	0.4001397434	0.069438653434
a20	0.01493949468	0.3126707555	0.0851503514	0.08659994612	0.080735921534	0.0398195313	0.36495154628	0.0151324596
a24	0.0326898746	0.3256535028	0.11757534	0.06532735496	0.088612039072	0.0372794966	0.2920909116	0.04077148693
a46	0.05392528449	0.1764194246	0.0926918384	0.0529440688	0.0560630408	0.1240966148	0.355517836	0.0883419256
a19	0.044189051708	0.2563637368	0.185565236	0.060422311	0.05415961791	0.12311855686	0.214005901	0.062175585866
a46	0.07399383032	0.2522531238	0.0988966994	0.0361741708	0.05020762226	0.1567328216	0.265998454	0.06574328558
a31	0.0388608072	0.1110242168	0.1774600812	0.0602139358	0.04982842814	0.1737757612	0.3542999132	0.03453687988
a7	0.0843996405	0.0925224192	0.3271804768	0.1140809108	0.08257207768	0.0968852356	0.1700006468	0.03235855324
a27	0.27657743746	0.1935107254	0.0751918704	0.0732017844	0.0533007726	0.1435971698	0.128721676	0.0558985718
a11	0.1071208724	0.1753407206	0.228259324	0.1130853694	0.05594047244	0.12381409	0.132062864	0.0643763164
a18	0.0669784146	0.228116207	0.1908134814	0.1505817476	0.05240961282	0.0938378188	0.1720181858	0.04524454244
a31	0.074737465	0.20618479	0.22428717	0.109505886	0.06041492608	0.1246756426	0.1501927288	0.05000138916
a27	0.04189427856	0.0983870004	0.323493334	0.1360693406	0.08503781798	0.09687068896	0.1899583456	0.028289209
a31	0.3132483334	0.0798749848	0.109009604	0.1571041464	0.0626106932	0.0942328556	0.1019333	0.0819860842
a20	0.1096493952	0.1359794428	0.1114822584	0.1442835116	0.085583746006	0.137866864	0.19999617484	0.075158558
a11	0.180695482	0.081876708	0.137173296	0.202938033	0.0920562948	0.1043603996	0.0795337704	0.121366012
a31	0.179239636	0.0865753416	0.1669455592	0.1991948954	0.085958118	0.0893143396	0.091379488	0.1013926554
a20	0.1102273274	0.136225171	0.099850346	0.1043272226	0.07430841154	0.152910402	0.187760675	0.1343904472
a31	0.185834158	0.0827858384	0.142462958	0.1597652532	0.114236106	0.1012942292	0.0880314152	0.12559006
a39	0.131814596	0.107012614	0.0947897482	0.0941231966	0.087113023	0.155077468	0.131833932	0.19823541
a31	0.180644295	0.0907408424	0.1305761178	0.12402469	0.1517688068	0.108231444	0.0900684708	0.123945364
a8	0.116879123	0.09641743	0.0943492174	0.091335255	0.102632078	0.167452304	0.118041752	0.212892818
</S>	0.15590756	0.0963917978	0.123249855	0.1068551672	0.1377585112	0.126257466	0.120561574	0.133018082
