 	possono	essere	ancora	svegli	</S>
a31	0.236898898134	0.03478235644	0.0240403634	0.57580722	0.1284711881
a20	0.30062267366	0.10008182584	0.191386384	0.3719102432	0.0359988271
a23	0.212944163716	0.00248181528196	0.1830444302	0.39758363388	0.20394591148
a31	0.3017279406	0.0190667759096	0.1245407398	0.29236705814	0.26229747734
a20	0.28876796114	0.0476901548487	0.27847448548	0.331611505096	0.0534558628204
a11	0.5994779152	0.05853928658	0.1188218814	0.14434253028	0.07881839604
a20	0.524316882	0.062422385746	0.1081799908	0.169130157	0.135950613
a31	0.467974482	0.0801777121	0.1288121948	0.175182993	0.1478526026
a37	0.3362135352	0.06322716926	0.178853618	0.26518182	0.156523868
a31	0.372718792	0.17960242484	0.1545561852	0.1270570716	0.1660655174
a11	0.316968322	0.127386879	0.187574728	0.185623066	0.182447026
a46	0.307084852	0.1660243114	0.21350933	0.165322854	0.14805865
a31	0.273029492	0.161244206	0.21676463	0.201437758	0.147523917
a46	0.220441464	0.176577498	0.19690947	0.201134958	0.20493657
a31	0.283893548	0.172466992	0.188891344	0.207063466	0.14768465
a20	0.195343792	0.216295544	0.22350553	0.189906826	0.1749483352
a28	0.240220456	0.20595648	0.179336994	0.239292766	0.1351933196
</S>	0.254194498	0.173915326	0.200732164	0.2096254248	0.161532573
