 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.44981849674	0.0662329602	0.03895849572	0.01386590526	0.08452336924	0.048671937866	0.229184812	0.0577084167208	0.011035615382
a18	0.37420497888	0.147435319248	0.14595726332	0.112799951543	0.06614453684	0.0222467339	0.11488201986	0.0142425966352	0.002086589608
a24	0.47988552046	0.072945405	0.11501220884	0.0575652280708	0.12734144868	0.096233924654	0.023676993952	0.01504249378	0.0122967462
a31	0.1317108102	0.08816604692	0.0531357195	0.0427773422484	0.07693811564	0.195703787336	0.266840003679	0.05665926672	0.08806892912
a37	0.13148170066	0.1896785546	0.105566267	0.120567194901	0.1201321082	0.181527781262	0.12959844324	0.018404314196	0.00304357097
a0	0.48144943194	0.159315834	0.04780397592	0.04180510309	0.082802811	0.0341210298	0.0428673635	0.0708338296	0.0390006857
a28	0.2452816248	0.1575398496	0.0378660012	0.0437150666	0.2665451506	0.0471562758	0.05937951906	0.0905898308	0.05192674558
a18	0.2721035494	0.15494536048	0.06639514734	0.0427204668	0.2050800111	0.0591274604	0.08020536558	0.0829181896	0.03650446914
a31	0.2435824844	0.06915635816	0.07713706632	0.03321383247	0.18949941412	0.1042330236	0.1682656804	0.0752952282	0.0396168886
a37	0.1418832298	0.17606117784	0.0379221894	0.033045421648	0.31513951616	0.08632544752	0.1499196384	0.0408359466	0.01886745384
a20	0.2052489814	0.01830717214	0.02659461106	0.026435110808	0.13955669298	0.0953053614	0.34701922194	0.0925470586	0.04898582924
a31	0.133202839	0.060093852	0.16071824268	0.03007541224	0.23225890916	0.07820515428	0.15850449254	0.0887385543	0.058202575
a24	0.3118001564	0.10505926672	0.0495537012	0.032994625	0.0856263016	0.10970078	0.1288439846	0.1324821092	0.0439391152
a31	0.1773503548	0.0570951	0.07754318	0.03945576216	0.106077662	0.097263862	0.2582690896	0.1075052192	0.0794397516
a20	0.1567107926	0.1050532688	0.080650716	0.07546531006	0.07569235	0.112314754	0.1441889796	0.160083058	0.0898407832
a31	0.1743659234	0.0799714751	0.093819632	0.0660723886	0.0734637996	0.1033068396	0.2166385416	0.1068707512	0.0854906468
a18	0.1362028021	0.080083087	0.1039858792	0.1003369632	0.0715826668	0.0858496048	0.2117840668	0.1081549384	0.1020200414
a41	0.2050746074	0.0899417804	0.13999084	0.089017285	0.0847281946	0.0974545908	0.1053913516	0.1039635312	0.0844378494
a35	0.215665838	0.0969871814	0.1102002008	0.096735701	0.0965739134	0.0998244888	0.1035246396	0.0891521372	0.09133591
a24	0.350927986	0.0740734356	0.0909361246	0.0704260278	0.0841485674	0.101938468	0.0642192476	0.0832188158	0.0801113618
a28	0.39935184	0.0808935628	0.088523904	0.048183684	0.0969298854	0.0804724928	0.068414572	0.0673230842	0.069906934
a31	0.26155118	0.0694031856	0.0559729168	0.0455192294	0.1698508338	0.0959502832	0.102291704	0.0932312292	0.1062294072
a11	0.334448124	0.0779635776	0.0529033784	0.0534703162	0.0495106444	0.068011642	0.126300354	0.1471741448	0.0902178152
a31	0.290301596	0.0918669868	0.074392869	0.0644642182	0.0758060272	0.0767785692	0.091305208	0.1083768504	0.126707704
a20	0.141756657	0.0905212948	0.08663559	0.0973334018	0.071722458	0.0873277336	0.1318783506	0.152496287	0.1403282436
</S>	0.208296262	0.11259075	0.0934951188	0.0867417774	0.0894099186	0.0866678116	0.0903615726	0.1081605	0.124276332
