 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.3476844292	0.0710537574	0.2107975878	0.2069604508	0.0613003378	0.07089964074	0.03130380178
a0	0.3863515	0.025466340374	0.29235913	0.114747158	0.01127327572	0.016896439588	0.1529061549
a31	0.1470125162	0.0319904490554	0.0946572874	0.23224990214	0.21241171659	0.0554846496	0.226193508
a13	0.286694662	0.13441705752	0.1476416692	0.0759880596	0.067277936234	0.10909218996	0.17888840642
a31	0.1238992108	0.048114326286	0.1734461736	0.1927575046	0.05536786862	0.0526521816	0.3537627018
a8	0.340565382	0.157730111365	0.239889788	0.064596064228	0.039051304508	0.0693842148	0.08878313578
a31	0.1698045672	0.12764578946	0.1362556944	0.1199234978	0.037087065516	0.0463727448	0.36291068374
a13	0.383021054	0.09060923596	0.21910762	0.09417519132	0.04119715368	0.0693905094	0.10249923184
a31	0.41118675492	0.0927559008	0.1705905132	0.1228660418	0.03702169628	0.064789528	0.10078952396
a17	0.2099563044	0.172700783628	0.1774036424	0.1123228272	0.05303610092	0.1533530026	0.1212273732
a31	0.22953166588	0.0730668344	0.1997015156	0.113449818	0.0785404204	0.2023468256	0.1033629011
a13	0.1661717652	0.1348678964	0.234303814	0.1617096672	0.0570652852	0.1276465856	0.1182350216
a31	0.2135172708	0.0929119636	0.17553789	0.1074109056	0.0984261674	0.2046562866	0.10753957974
a28	0.1780851052	0.1339221228	0.265605972	0.1601394984	0.0783681162	0.098869363	0.0850098042
a10	0.1976779474	0.1246066	0.1777275996	0.1044214486	0.1251226956	0.1634753128	0.10696840246
a31	0.1314173186	0.1544581648	0.173772834	0.09753235	0.1051612416	0.257312802	0.080345279
a30	0.2389269	0.0998675176	0.2405558464	0.121840314	0.0975337348	0.134288694	0.0669870366
a31	0.2012779986	0.15054217	0.231012416	0.0819026984	0.1269703388	0.123117916	0.085176416
a20	0.1750396488	0.1231226182	0.170992818	0.1327125272	0.151830926	0.1305163964	0.115785046
a28	0.199807989	0.12666336	0.140927188	0.1115687018	0.171328121	0.156229508	0.0934751766
a31	0.180570529	0.1871826876	0.145013132	0.078686732	0.104079516	0.2141028	0.090364564
a35	0.1583287554	0.135996786	0.255645269	0.101811108	0.1064798968	0.145121978	0.096616229
a31	0.229545814	0.140306512	0.128118349	0.102732754	0.173562744	0.13036227	0.095371512
a46	0.1534001032	0.147506376	0.23694082	0.1148927894	0.1166755432	0.120502892	0.110081452
a31	0.166097162	0.138948569	0.126147638	0.1261832768	0.190060832	0.1424110852	0.1101514474
a10	0.1453365824	0.16334542	0.231744392	0.118863736	0.113840711	0.116673214	0.1101959504
a8	0.171578602	0.140250438	0.1342287588	0.130228498	0.188488247	0.130448744	0.1047767448
a31	0.161774532	0.146924058	0.1203927422	0.117691534	0.173562994	0.1783783252	0.101275864
</S>	0.1430991806	0.176163426	0.209490172	0.112276056	0.117682468	0.1338948968	0.1073938046
