 	non	mi	aspetti	che	non	vengo	</S>
a8	0.32969277768	0.1473166832	0.12893675062	0.046463132246	0.024118361704	0.26548930304	0.05798294672
a31	0.11684209424	0.2579940438	0.30802336548	0.119690447606	0.062107226212	0.076926973672	0.05841582468
a24	0.242592189024	0.20827291414	0.113269755696	0.1365940882	0.156318252552	0.116220982332	0.02673179388
a31	0.111644561067	0.20989849136	0.13449859464	0.1437885414	0.16275411916	0.1920140971	0.0454016401
a36	0.194657277891	0.29401019236	0.284916989626	0.102226154	0.05428834794	0.06503429917	0.00486673996
a31	0.049552148006	0.16207152226	0.1636049798	0.1508097808	0.1369509798	0.2783018684	0.05870872432
a39	0.1972142412	0.39708519672	0.2074429092	0.09570318354	0.0591987446	0.03302864846	0.01032713218
a8	0.04576225052	0.0622940524	0.0897675024	0.1024612694	0.1417551644	0.406727553	0.1512322088
a31	0.06438528236	0.06863200548	0.07103372972	0.09063374676	0.125926962	0.43477325	0.1446150332
a29	0.0409123292	0.07878702248	0.0496823264	0.1216596342	0.1396031346	0.3515603734	0.217795203
a31	0.0600434718	0.179413782	0.0678789786	0.0804618714	0.078232142	0.324778094	0.209191658
a17	0.0940869452	0.1191955674	0.102444176	0.124078819	0.11537045	0.1578792068	0.2869447888
</S>	0.108579468	0.1685814	0.111029246	0.1361008472	0.102414195	0.217520868	0.15577395
