 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
a31	0.20600192008	0.129203683	0.0703725056	0.01237670556	0.0094094205	0.06099738242	0.03902225872	0.0277773766	0.07905787668	0.13294991154	0.0121027928	0.087618880052	0.102540363288	0.015552107776	0.01501677142
a1	0.156729535476	0.081462766328	0.09100872334	0.010309127471	0.002547181616	0.0524619571356	0.01269710268	0.0171001744	0.0636722331884	0.052032330864	0.06056314212	0.15519316084	0.1805898196	0.01067408985	0.052958676226
a31	0.04662375481	0.006378100616	0.125126122793	0.014413446142	0.0069480195772	0.0129181452305	0.019942473524	0.048354017	0.102873615725	0.0994612368414	0.003282421876	0.16139612679	0.213513687512	0.03686239902	0.10190643241
a20	0.0258160732996	0.01997561377	0.096527690704	0.0504072601788	0.007114300532	0.0176332966932	0.007636110038	0.0139554542	0.0504931872976	0.133329712149	0.0437514716914	0.12851940194	0.25889019609	0.100975180476	0.044975058602
a31	0.0540182274048	0.005528726899	0.0947388714188	0.02131183397	0.012510923347	0.0100662396712	0.0235501117812	0.0222208356	0.086254136576	0.094112267934	0.0161333493	0.12089198384	0.2787517026	0.1017288896	0.058181941084
a46	0.02076061428	0.0086321042752	0.185906168417	0.01794095768	0.00353904259	0.0073085159464	0.00427022398	0.01590501144	0.0446060764215	0.084020087618	0.0646469002894	0.126763774737	0.33661381725	0.0661842814746	0.012902409482
a31	0.043565037996	0.0630739196	0.026347833468	0.01095915714	0.02637507348	0.027678218266	0.061247141904	0.0202773214	0.060818267488	0.10463984342	0.03514634988	0.1129301744	0.2845050038	0.071926566328	0.05051011648
a20	0.1539161514	0.067965250224	0.10960597734	0.0299349682	0.0492203209	0.0760956318056	0.008538180216	0.11243044089	0.055087804278	0.074588897652	0.05544698904	0.07123778582	0.11605559566	0.0159423904	0.003933643864
a31	0.115598852468	0.07279917326	0.030946454596	0.01966795956	0.056043633772	0.20637061306	0.01849487008	0.03359620556	0.04434009138	0.1003462199	0.05760715994	0.0553453228	0.1138335036	0.06126271444	0.01374720068
a32	0.33081607776	0.039896837114	0.011779144152	0.018793184	0.102661533088	0.200072752343	0.004210140938	0.070851167988	0.0599655021878	0.080127125732	0.04287757678	0.01381633016	0.01438697514	0.00718287592	0.00256279407
a11	0.08033578432	0.0713985424	0.0162927733	0.0195498789	0.06028247008	0.128293456	0.0372859002	0.048680104	0.028371568048	0.05065790492	0.1492698774	0.103757797	0.061625629	0.13104885734	0.01314943974
a31	0.084802338568	0.03419434432	0.03821221034	0.0539172946	0.149557772	0.1053640174	0.0494734416	0.08815689	0.06787348272	0.03098048728	0.08981932518	0.0905127324	0.04030613	0.062622662	0.01420690296
a20	0.10642984988	0.0195552129	0.00689093396	0.00845961448	0.01798080806	0.30824656008	0.02435180626	0.02115409764	0.0443965816	0.11072058354	0.056151759752	0.1015503272	0.1324225883	0.0171773547	0.02451193036
a4	0.0559585057	0.0652953036	0.01517591848	0.01069349768	0.0498647298	0.4307258906	0.0521546324	0.0678821054	0.027547983292	0.02893100048	0.073816803	0.06111132912	0.02303199612	0.03125389354	0.00655642016
a31	0.10232013488	0.025741579	0.01878912736	0.01449349304	0.038205707	0.3486452106	0.043545489	0.04787695766	0.0353363538	0.0429706124	0.08798330132	0.08141660412	0.04031690662	0.0484308246	0.0239277282
a28	0.1058749778	0.028803193	0.0207745364	0.03150165844	0.0360620476	0.21816946314	0.0462251386	0.0285910054	0.0877613026	0.0649291478	0.1114324044	0.1040415744	0.0485224064	0.0412483268	0.02606280086
a31	0.06627756532	0.0373815596	0.0306083372	0.0178059944	0.05595487334	0.395720536	0.0507742828	0.0733509864	0.032943103	0.0325799026	0.04033807152	0.06252618884	0.03504071146	0.0325604416	0.03613744188
a18	0.0909071087	0.04248170584	0.0499290664	0.0479878316	0.0587959216	0.0719272894	0.076732982	0.0472569827	0.105846756	0.0664201308	0.0886720696	0.1017727384	0.0547389448	0.0478290854	0.0487013822
a8	0.0600288624	0.0451659092	0.0349728132	0.0213940934	0.0396622238	0.368086232	0.0547198896	0.06654345806	0.05009605	0.043505589	0.0436141186	0.05431831072	0.04199231088	0.03873199478	0.03716809224
a31	0.048827601	0.042914596	0.0362255618	0.0350865134	0.0449008682	0.2283821074	0.0579233244	0.09226595	0.0884846472	0.0680026352	0.0628489186	0.0592283702	0.04502664072	0.0485097122	0.0413725218
a8	0.05613072832	0.0437309918	0.0400023162	0.0398519744	0.0538078496	0.0481492056	0.0871514716	0.0782166502	0.110470141	0.086018474	0.0689853506	0.0826274976	0.0639042306	0.0531460708	0.0878070362
a23	0.0565488168	0.038649933	0.0324808308	0.03354736892	0.0501675002	0.2460385428	0.066541357	0.0961535066	0.0734011844	0.072909033	0.052314602	0.04931694872	0.03290159848	0.0448624846	0.0541662694
</S>	0.0712523284	0.0589098226	0.0460367606	0.048748441	0.0652788252	0.094573856	0.071678944	0.0832001484	0.0911097758	0.0862550504	0.061780055	0.0626511038	0.0446404124	0.054043776	0.0598406684
