 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.04887930406	0.190091204	0.1096353427	0.100809168	0.089550114	0.2196420156	0.0644686844	0.096453511696	0.05765568088	0.02281493916
a39	0.02341497684	0.1712749028	0.0946596912	0.0786493278	0.08220911014	0.1421800728	0.097061739	0.0329294054	0.27187443728	0.0057463058
a31	0.007274650284	0.114626681	0.0977659545	0.11849679748	0.263269908	0.1452555386	0.0674306212	0.0409614708	0.1364021286	0.00851624456
a14	0.00463528556	0.0628942294	0.1388193292	0.2364896836	0.1182142772	0.1890052598	0.1225956896	0.0827504934	0.038574843	0.00602089282
a41	0.01074645058	0.0360253574	0.18494067334	0.15334246756	0.129032064	0.07633146464	0.1353804994	0.1226466956	0.1303435876	0.02121070396
a33	0.16132917742	0.02764867856	0.02203465792	0.01971779894	0.07366140654	0.0350157564	0.0454776002	0.1457426876	0.4145370738	0.05483514968
a20	0.0637152504	0.09702542374	0.05371661826	0.03547231572	0.1782704866	0.065595526	0.0882794682	0.1135855844	0.2831805034	0.021158821312
a31	0.01340772112	0.079885564	0.1373160868	0.05300555584	0.1125579254	0.0922195578	0.0880954654	0.0510611622	0.3204125934	0.05203837996
a10	0.029910408212	0.0634230022	0.0966628142	0.2155066633	0.204475831	0.0811632934	0.1123477504	0.03099942132	0.1567764352	0.00873435116
a31	0.0265256194	0.0816167568	0.0731839736	0.0552060692	0.089492224	0.1491490896	0.1097989566	0.04549309	0.3261874738	0.04334675872
a46	0.05213921592	0.06932134274	0.0568704718	0.078243059	0.1208244786	0.1029449524	0.1443682222	0.035002697	0.30710429246	0.03318125114
a31	0.0632195471	0.1461722792	0.0804782218	0.085438634	0.0926669324	0.145842404	0.121265285	0.046225367	0.15760447994	0.06108683128
a39	0.0414264024	0.05795516634	0.04807909066	0.0481688786	0.1537074185	0.0597520638	0.1882093112	0.045227753	0.29011085648	0.06736303586
a28	0.05912114964	0.1719604204	0.1053755548	0.1418575388	0.148845681	0.124086136	0.0600833976	0.0415088788	0.087550254	0.05961097846
