 	non	aveva	da	stare	</S>
a37	0.2148843182	0.030720948964	0.007339360118	0.745111156998	0.0019442090732
a38	0.20210115864	0.0346696287484	0.0565430074497	0.700445602634	0.00624057519
a24	0.19923165011	0.00201751213092	0.0196368229291	0.77232004715	0.0067939825386
a8	0.05557226294	0.014626295974	0.0621893465172	0.843771824	0.02384021696
a17	0.1715839974	0.0171304384	0.0510880380488	0.63263345	0.12756404892
a31	0.0727713072	0.0850892242	0.053077523848	0.577128112	0.2119338434
a20	0.1459588814	0.08239628254	0.091354133748	0.571088242	0.109202474
a8	0.0702755064	0.039503483554	0.0371268667	0.490828976	0.3622651828
a31	0.0791516584	0.1011420688	0.141354344	0.3937426446	0.284609294
a20	0.109534913	0.088212109882	0.05717359964	0.60092153	0.1441578432
a31	0.087515172	0.118690908	0.2350243988	0.314659462	0.244110056
a8	0.1667072888	0.16968712266	0.1241184766	0.236797309	0.30268981
a31	0.1189985866	0.200384346	0.321049508	0.1939941354	0.1655734106
</S>	0.2154528688	0.19948931	0.1611680872	0.173272049	0.250617722
