 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.132128986186	0.109822925016	0.198370014044	0.0986599759061	0.0135167868188	0.159356457984	0.22864621766	0.024058950271	0.0354397284118
a24	0.127505774625	0.2016089147	0.075319656552	0.062917530012	0.0234899716	0.145742611833	0.249807364615	0.100888887782	0.012719288958
a18	0.158086193806	0.062903365	0.1831212242	0.13448438594	0.0381620191	0.27032210634	0.07462027156	0.03678597492	0.04151446908
a31	0.12263840272	0.0528738016	0.0746060222	0.0394948188	0.060455205	0.4269888506	0.097928423	0.070805479876	0.0542089536836
a37	0.1753463868	0.049949586	0.1677108854	0.210902157	0.06476137008	0.2204736792	0.0967763957612	0.0118330194824	0.00224651815
a21	0.1800427176	0.030143832	0.0834009452	0.0608927874	0.034163145	0.44064923	0.082037744	0.05455179244	0.0341178124206
a31	0.09263881566	0.0316101842	0.05368398246	0.0592803202	0.0426996126	0.495715579	0.0987535014	0.06753269575	0.058085330222
a37	0.1041774688	0.084982157	0.255891142	0.1486012406	0.04873457712	0.199331244	0.10419494276	0.0495759052	0.004511307996
a19	0.089985871	0.15671857022	0.1811020118	0.06642109912	0.03182240044	0.296743854	0.0875178004	0.0706393304	0.01904901744
a37	0.0392907116	0.0585942904	0.2503741584	0.0813431446	0.1221292826	0.215489957	0.1344631366	0.0670899556	0.0312253504
a31	0.047890739704	0.0488271412	0.239450382	0.0768247138	0.0504513796	0.320681456	0.07982076212	0.0688182924	0.067235108268
a39	0.09328148	0.08741889268	0.195229789	0.0626788616	0.0538895116	0.1685321828	0.1917182212	0.1003998048	0.0468512586
a35	0.06134551008	0.105361034888	0.4781708052	0.061963052712	0.03201501086	0.108592844	0.072808884	0.054521195012	0.02522167516
a20	0.06309334164	0.0703687124	0.489511044	0.0615707904	0.0385515076	0.1023321112	0.08416546192	0.05807675	0.0323302806
a31	0.09003161656	0.09900198372	0.1714574808	0.1051337386	0.0711299476	0.247614762	0.0944054784	0.0630056564	0.05821931876
a33	0.134656534	0.112135008	0.0929721646	0.069921709	0.0434235102	0.2525584036	0.1219253184	0.1063129218	0.0660944144
a23	0.0581005134	0.0965976164	0.369480826	0.1063456622	0.043420333	0.0988999952	0.0995120512	0.0746077326	0.0530352298
a31	0.0801644206	0.0610719978	0.2324246154	0.1416939632	0.069898458	0.1930817554	0.0852568184	0.0792267228	0.05718122984
a37	0.1601998124	0.0641036119	0.157919148	0.1335414636	0.0534822764	0.2147450388	0.0811078636	0.0847698946	0.0501308478
a31	0.072740764	0.0685387512	0.33758784	0.0776167006	0.0975165074	0.10922165	0.116313642	0.0658770194	0.0545871704
a3	0.1644320028	0.0933315588	0.1279622968	0.063904095	0.0906495428	0.11998482	0.133026536	0.12778499	0.0789242032
a11	0.079910958	0.0808518248	0.326834214	0.0775598772	0.1116956184	0.1020938432	0.0917108816	0.0692281616	0.0601146708
a31	0.1053532816	0.08631073	0.250647922	0.144346696	0.09450109	0.1119099934	0.0822940432	0.06608743	0.0585487996
a37	0.1431100692	0.09742142	0.1273924384	0.0883267582	0.1015843242	0.140353732	0.1039815516	0.116358711	0.081470981
a11	0.1014783018	0.101337884	0.249368732	0.0930972114	0.097225917	0.1127425634	0.0859926912	0.085367292	0.0733894292
a39	0.1045138312	0.1094992224	0.252842704	0.14312417	0.075246404	0.1083348674	0.0746888082	0.070282608	0.0614674086
a20	0.0958505208	0.0922056192	0.319570116	0.1214735432	0.0707541146	0.1046710652	0.0710117972	0.0647980792	0.05966513096
a44	0.09375443128	0.0791864638	0.194644908	0.2012539048	0.0741080688	0.1760975018	0.065615358	0.0600048544	0.05533448524
a31	0.0913588336	0.104607838	0.201456946	0.18643752	0.097326934	0.1122280992	0.0779272536	0.0750404306	0.0536161254
</S>	0.0907495724	0.079969404	0.0976837704	0.1069259536	0.100108488	0.143188506	0.145071608	0.144517994	0.091784682
