 	ora	ho	finito	di	scrivere	</S>
a23	0.4923852544	0.19206536406	0.039201100102	0.015261414172	0.0547891328006	0.206297737644
a31	0.5517939662	0.218769388	0.113078541924	0.05654443027	0.013395888973	0.04641777952
a28	0.33880774	0.480366954	0.0713085472	0.093492347072	0.0130574552267	0.0029668916828
a31	0.3395821866	0.3941848554	0.189176098	0.055667725992	0.01574275327	0.00564642099
a41	0.432330162	0.360170626	0.1212134502	0.08249830656	0.0031530082874	0.000634472926
a21	0.4914564462	0.283131036	0.14599782596	0.0477359721	0.010567967768	0.021110785444
a24	0.582164974	0.2138335702	0.09185912136	0.0616601778	0.01391222296	0.03656986908
a31	0.500552404	0.0963531948	0.10135334788	0.148337057	0.0803361232	0.0730678422
a39	0.4190435874	0.08727329	0.208779208	0.142043566	0.04913098006	0.093729351
a31	0.166910073	0.106981646	0.1064568022	0.134918874	0.1801741434	0.304558442
a28	0.299679782	0.10196710148	0.127631473	0.158192068	0.1780095912	0.134519982
a31	0.2855600178	0.12511706	0.1127758312	0.146062532	0.1435102152	0.186974338
a20	0.13484576088	0.1219730944	0.1352562088	0.159399396	0.206469162	0.242056372
a37	0.2829942874	0.1020636616	0.124720044	0.19864069	0.141447276	0.150133978
</S>	0.323865804	0.122729898	0.13441069	0.1368521112	0.148817438	0.13332401
