 	forse	sono	usciti	</S>
a23	0.766237576	0.01058795118	0.01825255152	0.2049218647
a31	0.8103557348	0.0048563045298	0.00246421559856	0.182323734214
a23	0.961778448	0.000851654036	0.0010144409214	0.036355447778
a31	0.872552912	0.0268434031284	0.0253390779532	0.075264617896
a10	0.70998203	0.153455367342	0.0635722335748	0.072990376582
a37	0.584940533	0.05786572314	0.12728155104	0.22991222794
a31	0.4183982814	0.2386505678	0.1983399084	0.14461127014
a37	0.284756526	0.277802032014	0.177244939	0.2601965356
a31	0.167846006	0.2638199852	0.316724188	0.251609849
a39	0.306442252	0.26317910968	0.17934692332	0.25103174
a31	0.186432706	0.301187772	0.3164660468	0.1959135028
</S>	0.192303938	0.2265384144	0.186941584	0.394216052
