 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	0.577688174	0.06918894716	0.0347950504	0.0150329776	0.11342563136	0.05251171408	0.08556961248	0.05178789189
a31	0.2743708648	0.0589992528972	0.042968614744	0.0909075595361	0.12816353046	0.14821879346	0.005977404278	0.25039393282
a13	0.447765996	0.01692496418	0.008959864326	0.113772527113	0.09842231238	0.0948884282	0.0077859176	0.21147999402
a20	0.1732831364	0.08000936264	0.140403202094	0.03899413696	0.207441100859	0.216680807232	0.0834272818	0.05976095064
a15	0.27513443072	0.15137765148	0.1659277324	0.021632502098	0.137409410902	0.12945669308	0.045623566468	0.073438032206
a20	0.26376343696	0.1419183452	0.12236296524	0.056804379712	0.20048043852	0.0788609604	0.08137671894	0.054432737974
a31	0.23562940568	0.0946491724	0.12432029564	0.08852712286	0.1261611712	0.116819444	0.0871221916	0.12677117252
a39	0.1033295285	0.11935019734	0.121863956934	0.069123077126	0.255413206	0.271415329	0.0333712792	0.02613344242
a31	0.16874907896	0.1036591608	0.0584402738	0.0693323646	0.1531180724	0.182455748	0.1326356044	0.1316096822
a20	0.179619228468	0.054468262628	0.05050759334	0.09340816216	0.2082085434	0.253760134	0.1237516198	0.036276476
a31	0.1092367686	0.122730131	0.062589228	0.0591449588	0.116811308	0.210086699	0.2162883252	0.1031125836
a7	0.1789636466	0.0547686958	0.0442806846	0.08338575446	0.132990286	0.2433250606	0.1954260704	0.0668597976
a46	0.0996349422	0.1503031584	0.0916857468	0.094171778	0.118570622	0.141454078	0.1834216978	0.1207579816
a39	0.1434711648	0.1530973242	0.10422428	0.083205137	0.09568633	0.1252682802	0.1779107904	0.1171366982
a31	0.098891528	0.126479664	0.072552488	0.0664754124	0.112467734	0.161751609	0.1974942634	0.163887342
a46	0.1165436774	0.154998526	0.103143135	0.0967859212	0.103609772	0.138374107	0.1742890212	0.112255812
a0	0.18588788	0.1489931936	0.1085391738	0.09069071	0.091945392	0.1027907096	0.1085801006	0.16257283
a27	0.2034380316	0.17318224	0.1035753988	0.094570805	0.094979836	0.105403308	0.1083403802	0.1165100004
a20	0.186732586	0.154351014	0.0939795812	0.083131046	0.092507841	0.122244086	0.1474527032	0.1196011368
a0	0.290088445	0.1465083684	0.0808809892	0.067808016	0.080422896	0.11135809	0.12820152	0.0947316814
a14	0.3597425	0.14586523	0.1152352872	0.0632428696	0.0650042824	0.073305028	0.07467582	0.102929014
a0	0.40177214	0.1263533812	0.0853059528	0.0608804784	0.08594195	0.0800544988	0.065849121	0.093842455
a46	0.389403504	0.1367499048	0.104093825	0.0588896308	0.0602282804	0.0663288788	0.0598165072	0.1244894726
a20	0.357923534	0.1291058324	0.094531453	0.076086929	0.0885032118	0.090462056	0.070818737	0.09256824
</S>	0.342312766	0.149596344	0.09219207	0.0695138444	0.08096301	0.0807055586	0.0770209868	0.10769545
