 	non	ci	dimentichiamo	mai	</S>
a31	0.3117884732	0.1420886462	0.3148113179	0.028375497544	0.202936033682
a20	0.245294697	0.106980339506	0.60294897966	0.0094006148802	0.03537535388
a31	0.33146088492	0.367566254418	0.25754478532	0.033827464644	0.0096005996
a11	0.4019703664	0.450496375676	0.1196774094	0.0251082751758	0.002747557786
a20	0.52795979332	0.237368154956	0.2069453382	0.020075479094	0.00765124516
a31	0.39734053304	0.19304754396	0.3381788254	0.05727213624	0.0141609872
a11	0.3617374156	0.27106914458	0.2606786066	0.0882322016	0.0182826486
a31	0.1797488462	0.06209464484	0.54890108	0.13512879848	0.0741266574
a18	0.0997745148	0.155938129	0.457128014	0.1721096468	0.1150496872
a42	0.20644605814	0.0557486262	0.512387664	0.11733390796	0.10808380846
a31	0.1808681114	0.113839896	0.344354712	0.174565668	0.1863715886
a18	0.1376141406	0.1247833838	0.384902586	0.225197182	0.127502742
a31	0.28452312	0.152787194	0.28572852	0.1355411288	0.141420012
a39	0.1295434248	0.1747951612	0.263511624	0.222047672	0.210102114
a31	0.173286162	0.246747434	0.242419086	0.176056998	0.161490329
a20	0.13417969344	0.194679914	0.227820002	0.225885048	0.217435322
a39	0.171528136	0.270908008	0.205504266	0.1793137608	0.1727458328
a31	0.193023618	0.178664684	0.241720286	0.19289907	0.193692356
a14	0.152965738	0.1706046432	0.192929702	0.229458546	0.254041364
a46	0.21537208	0.227643478	0.203645064	0.183453126	0.169886228
a20	0.212855494	0.197774592	0.21755441	0.197053582	0.17476192
a31	0.212258024	0.185543136	0.22836462	0.194346062	0.179488166
</S>	0.200661624	0.1588851986	0.196108766	0.20825981	0.236084592
