 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.043493718788	0.01204431664	0.1064247879	0.00207913192	0.5907603	0.00862778768	0.0262126498	0.09738858056	0.085094010534	0.0278747103284
a20	0.00750667628	0.011065850454	0.159129338	0.114508376786	0.3082871266	0.017693368016	0.0367170678	0.17045599248	0.14090650143	0.03372965236
a31	0.15162949006	0.0161418659026	0.07141589692	0.108695549658	0.2678387312	0.02215596396	0.156804253	0.06617895938	0.1096740372	0.02946522324
a21	0.01907896052	0.00461852298	0.30355023068	0.0419022839953	0.190214584	0.07859989128	0.2382730292	0.067564887	0.0509927586	0.005204867792
a31	0.05527371096	0.023408495292	0.15775837276	0.0905070611906	0.153305605	0.01203842502	0.0451935414	0.09918889488	0.3168008	0.046525065704
a13	0.12043191874	0.03467201768	0.31406321182	0.0269494882969	0.1469781904	0.03173382832	0.19515895	0.02810946656	0.08302678322	0.01887617187
a31	0.07484109536	0.044075436996	0.0712305906	0.0466048242508	0.1082004283	0.02187858244	0.0633179924	0.0587860862	0.389536376	0.1215285722
a6	0.0929030858	0.075284009328	0.297255215132	0.0206139784792	0.1876752077	0.043723878	0.180325853	0.0240432138	0.0654125806	0.01276302289
a46	0.0416213694	0.06110401342	0.07520055352	0.039590871852	0.07538113392	0.0361860276	0.2017411368	0.0392086954	0.2849755478	0.1449906706
a31	0.074330726	0.09607493743	0.062105315	0.023109739476	0.16655652378	0.02900236808	0.143542184	0.0376734724	0.2633229946	0.1042817124
a46	0.033212934	0.055803299966	0.2256950489	0.0639711036292	0.04278486658	0.146206659188	0.1107738402	0.02759800104	0.2739990934	0.01995515906
a11	0.082561184	0.1419111754	0.1012518036	0.04900972176	0.28777397956	0.0640973916	0.1518508494	0.0356427632	0.060987347	0.0249138214
a37	0.0902594924	0.1053630214	0.14742298	0.0410453032	0.25163230638	0.08183584754	0.1256538169	0.0287147493	0.0990322634	0.029040209
a18	0.0956136485	0.1017670474	0.1575859048	0.0436857664	0.21087455836	0.1183835818	0.1415975994	0.0264459682	0.0736886362	0.0303572944
a46	0.1150819666	0.09326588692	0.1060443162	0.04723726892	0.2467345872	0.09036988554	0.147082026	0.0307136412	0.0914652884	0.0320051492
a31	0.0952454818	0.0723912356	0.08235620652	0.0502909524	0.17151688606	0.0756155372	0.255650537	0.0625028658	0.0984563288	0.0359739662
a20	0.0747694229	0.05391931728	0.07509281324	0.053953075066	0.1236941218	0.0779183312	0.1487347006	0.118174798	0.2229171102	0.0508262946
a35	0.1547699502	0.0798337332	0.2134482896	0.0417325588	0.1022341992	0.0785093666	0.1703533416	0.049813969	0.0713152926	0.0379893186
a6	0.1548137492	0.0764513942	0.1436525492	0.0497753338	0.2113130108	0.1189084294	0.0947550664	0.0476338674	0.0562905088	0.0464061024
a13	0.1568834208	0.0638085212	0.1775608958	0.042553916	0.0853863052	0.0669445504	0.156555986	0.102545652	0.0867148802	0.061045866
a28	0.083468408	0.0522661156	0.163311876	0.0375270714	0.10331860328	0.0702158928	0.183456742	0.125089499	0.1067093764	0.07463641
a31	0.0748318072	0.0507295774	0.2153531266	0.03908249596	0.1406069168	0.0682278188	0.135576832	0.1161107452	0.0859507842	0.0735298628
a10	0.0815435616	0.0482035736	0.05886408288	0.03500505492	0.1011243557	0.1166932522	0.1414218616	0.12417974	0.215768855	0.0771956668
a24	0.10738192	0.058295336	0.2513458654	0.0395523438	0.141028101	0.0892116404	0.08270309	0.0943241636	0.0545020296	0.0816555224
a31	0.1261071428	0.0698054186	0.132586703	0.0384602158	0.130974846	0.0596641928	0.127233648	0.1237640292	0.127591321	0.063812482
</S>	0.0691127776	0.0686264188	0.0516115028	0.0424387356	0.079548982	0.102697857	0.1250282954	0.138680442	0.222336678	0.0999182848
