 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.32412747914	0.1214498626	0.191753781262	0.144247300314	0.08559566408	0.034523048138	0.0721133148168	0.026189527622
a31	0.35800136818	0.2764415488	0.147112872507	0.0337410429606	0.0580476237832	0.034145251932	0.0458245626286	0.0466856837
a21	0.2207970256	0.0571527138	0.364832961317	0.0781567718134	0.083523991332	0.076105565706	0.107307151391	0.01212381216
a28	0.13097358648	0.2728584992	0.133063000591	0.033563549256	0.02768403545	0.328935901004	0.02316691236	0.04975450085
a35	0.11049039254	0.2088340728	0.037595029412	0.0622021974046	0.036045000252	0.34396934786	0.05642990376	0.14443402204
a24	0.110410452664	0.229885342	0.0195946986492	0.114438718843	0.03738638154	0.20670775224	0.0770835336	0.20449309146
a46	0.17659197238	0.289742593	0.020745861746	0.10421574814	0.04076021668	0.09440642568	0.08729727432	0.1862399282
a31	0.3493968439	0.225875561	0.0319149347	0.08544223372	0.0438177194	0.0946312366	0.11927110524	0.0496503484
a24	0.24682427338	0.181681004	0.0854003826856	0.1517421406	0.197282461	0.07279082846	0.04274604228	0.021532891
a46	0.30985585702	0.3644434084	0.02602384277	0.0850828245	0.03838661066	0.063645586606	0.0619250544	0.05063683048
a20	0.1603076466	0.323288835	0.11244102648	0.183033069	0.03650270032	0.06296436792	0.0649451576	0.0565171948
a31	0.24977972826	0.3681275954	0.064324214722	0.0897561142	0.04383834684	0.069160197	0.06518445564	0.04982931308
a6	0.30852412334	0.1261111988	0.072220147928	0.1405270404	0.1540789376	0.0756646408	0.07057027928	0.05230366516
a20	0.32384035302	0.358585064	0.029976176	0.0421139221	0.0401697484	0.06062220292	0.0600675896	0.08462492642
a31	0.15010550112	0.263975696	0.1282408794	0.1727196872	0.0529740406	0.07300857114	0.067944012	0.0910316128
a45	0.3533471942	0.1170321616	0.054866259872	0.1282337606	0.1285419492	0.0533077784	0.0835601394	0.0811108008
a20	0.130280136	0.324397804	0.0615329516	0.108730582	0.0875231496	0.071231125	0.078146048	0.1381582024
a31	0.137918979	0.1690990056	0.114091175	0.1524422178	0.0795014346	0.0779582822	0.12887426	0.140114638
a46	0.3276405118	0.14478139	0.0394766154	0.082431342	0.1152724696	0.0747953676	0.0894345058	0.1261678048
a31	0.17603439	0.213217124	0.097270568	0.0981580368	0.09854615	0.108382124	0.0955638026	0.1128278014
</S>	0.1620788418	0.117049416	0.0797565028	0.1251714884	0.1353476714	0.0994345232	0.1077008762	0.173460692
