 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.1719753422	0.4065595799	0.027241709194	0.046731733688	0.192690258088	0.027948699262	0.126852713717
a46	0.13574111838	0.442166757518	0.024612708786	0.14903429556	0.211362336223	0.025285679172	0.01179710969
a35	0.11750950368	0.13043041672	0.36733315896	0.0773919387412	0.116736625824	0.02353842712	0.1670599305
a3	0.04897980136	0.26518551708	0.28073083954	0.0586710694996	0.05337922232	0.0746071168	0.218446471712
a31	0.02840450252	0.145289871	0.2115559904	0.0581149841346	0.02670061516	0.2749299366	0.2550040934
a18	0.048448195334	0.351503306	0.1349298644	0.079665600162	0.09386819808	0.1078555026	0.18372937472
a31	0.08028789202	0.1910934126	0.0798603334	0.0305993822	0.078436398	0.25983611	0.279886429032
a46	0.06140350716	0.33743628492	0.0796017669	0.074192334107	0.3299055248	0.0872043192	0.0302562635
a31	0.0957027192	0.3432866966	0.0618685656	0.0189498712758	0.07346373114	0.285301944	0.121426509452
a46	0.3220476966	0.1905535786	0.0911154119	0.056931100364	0.088724535	0.199842258	0.05078544652
a31	0.2634767234	0.199623283	0.05074959714	0.03266985262	0.0687246131	0.259029984	0.12572597162
a17	0.261192592	0.1319296224	0.0784522598	0.0786439019612	0.0818609846	0.270645952	0.0972747276
a20	0.220957791	0.1747013708	0.0717378586	0.0734729506	0.0768646738	0.240029476	0.14223584546
a31	0.14235791	0.146137422	0.1085314068	0.0782810322	0.109019318	0.256042368	0.159630566
a7	0.2340331683	0.0979141464	0.0882222394	0.06550131054	0.118019481	0.2549851694	0.1413245314
a39	0.169607224	0.1765078428	0.1210050872	0.145016858	0.11560561	0.1345838108	0.1376735406
a31	0.139861402	0.1132698252	0.10504955	0.1516755352	0.151585358	0.168254908	0.17030342
</S>	0.1418880928	0.1180799032	0.1094846518	0.0883794562	0.1533832132	0.207596378	0.1811883
