 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.00503571564	0.065663457	0.0978777248	0.03811337086	0.062358110208	0.0838667896	0.09421608388	0.0389735794	0.0889735305	0.0274613073	0.01424950556	0.02416003232	0.1727921174	0.178751816588	0.0075068936
a46	0.0120549018172	0.2792697088	0.1005492372	0.0084257958424	0.0227314578405	0.0143434553632	0.154963487418	0.007464759776	0.0048126878972	0.001943580082	0.0006890951814	0.000400758854	0.0584596871	0.33083606444	0.003055314052
a31	0.00115094145972	0.2809515298	0.0695656458	0.006727617752	0.0027203864938	0.01545388892	0.017110631644	0.0481925752	0.0718218622	0.021527782812	0.00687333374	0.053535908772	0.21733939823	0.183292676414	0.00373581642
a46	0.0021291103614	0.1720579928	0.05025336792	0.006153822452	0.0055706582106	0.0413955934	0.0829788206	0.05541605208	0.01937373764	0.007706936044	0.00672193894	0.014639881508	0.077073522254	0.457018169233	0.0015104527076
a8	0.00617641913958	0.06460450424	0.02374587828	0.0096869925444	0.00351228787526	0.010509111146	0.017613431128	0.07571734968	0.0777174904	0.02586578054	0.01615567754	0.046334655796	0.0747795316	0.5317971686	0.015783699476
a31	0.00100641342582	0.0421995093368	0.121319967136	0.00366908643	0.0035706165814	0.004476542554	0.0635316624944	0.0238474014	0.0306274614	0.03732875014	0.01439679922	0.02866371302	0.1123035596	0.4947825249	0.018275981414
a28	0.00117471493	0.10620342368	0.17300897412	0.0224288404828	0.0171792126572	0.01884127946	0.133391985	0.0189611036	0.03849298804	0.05238387084	0.005340738574	0.00343700136	0.0780093888	0.328661717786	0.0024847964592
a8	0.0059480877558	0.080812141056	0.08169488128	0.02391118228	0.012152608462	0.01312536072	0.0465963946	0.0535408716	0.05677656	0.03928188912	0.01241111934	0.017510303	0.134997736	0.4079334418	0.013307447306
a31	0.001963043552	0.0933965176	0.116315299108	0.008000604708	0.0078060934924	0.013936283374	0.01929544462	0.04330244	0.084550483	0.05552012898	0.02507664992	0.02489601844	0.208627354	0.2863149942	0.0109986469
a11	0.00507458269426	0.08015184312	0.18563890304	0.066893468432	0.025655493672	0.01338278132	0.0749515792	0.0369099326	0.06224505452	0.06139968562	0.01988037418	0.00546222914	0.1060500932	0.2474792257	0.008824738728
a31	0.0139638428001	0.06833093538	0.08818830744	0.040551175544	0.02420024966	0.01661575436	0.05760658124	0.0668635338	0.0633216026	0.04421236514	0.01285576978	0.01149595256	0.2064058092	0.2701852824	0.01520282418
a11	0.005971932178	0.077714605	0.2275859216	0.068332822282	0.045410002	0.01578955728	0.0293546126	0.05078739134	0.06830277096	0.07484776606	0.02977887152	0.00781294774	0.08163723492	0.20620512689	0.010468410742
a39	0.0200860096092	0.074910328748	0.13756016368	0.037100958686	0.024163844004	0.03527095772	0.1158960278	0.0850170272	0.0472411146	0.02843540132	0.00839051892	0.0062802542	0.1679660807	0.185369728	0.0263115855
a31	0.0207386576008	0.06368025788	0.06212121662	0.027286648914	0.02923879504	0.0302286694	0.0612188952	0.118040148	0.0837568775	0.05929656968	0.02637490698	0.01887397988	0.227737997	0.1504968888	0.02090950556
a8	0.0096696690386	0.04575298628	0.0682997482	0.074739866396	0.06136578016	0.0224304158	0.031160615	0.0976602878	0.08616832076	0.07193139324	0.05127250134	0.01631322226	0.1053053696	0.2378710102	0.02005884395
a46	0.0083601805526	0.127641438956	0.119789440584	0.01548478966	0.00565986906	0.00906743408	0.05393990432	0.1495501004	0.062734324	0.0302111364	0.00799608462	0.00719014408	0.1348313236	0.257290506	0.01025325718
a35	0.018114730806	0.023351617364	0.055219376228	0.01408932196	0.01498039854	0.031434416	0.0677868356	0.219216002	0.09900263	0.0599848898	0.0211086045	0.0200256259	0.2652382922	0.0597374538	0.03070981552
