 	il	ladro	è	entrato	da	qui	</S>
a31	0.348826012	0.36812024652	0.011641839546	0.023810956292	0.022393073364	0.14230774332	0.082900168468
a17	0.29819529756	0.4533384109	0.0094285757512	0.0791031155466	0.0585882029114	0.0887219829947	0.012624402994
a37	0.209699229936	0.59424357848	0.00355928329628	0.0889467803957	0.0826655664356	0.0154512891996	0.0054343910936
a35	0.22327406642	0.56024234458	0.013081835582	0.147709955893	0.0356418322332	0.010296773	0.0097531557
a18	0.282714774998	0.4695132345	0.0327138077	0.0902631899288	0.0730230489062	0.016914728996	0.034857164894
a31	0.14947473846	0.4604580576	0.03013478748	0.065677172264	0.120189707786	0.0588969744	0.1151685628
a24	0.2121035709	0.5281873464	0.02859079024	0.0258717312294	0.122893372748	0.06000790412	0.0223453428
a31	0.1107954856	0.4804878166	0.0254013028	0.04769734568	0.11774843806	0.14721888046	0.0706507642
a16	0.301705531	0.378070923	0.03188288594	0.0191414443	0.06033007354	0.119391479	0.0894776086
a31	0.1843348936	0.2817776612	0.0303484517	0.056147088	0.15041954518	0.185513229	0.11145910066
a46	0.1634157694	0.303405126	0.1156449354	0.0785210574	0.0954569642	0.125152694	0.1184034344
a31	0.1483217764	0.300030586	0.077406251	0.0876247808	0.133802416	0.141069932	0.111744242
a46	0.152428802	0.2488631408	0.1373715774	0.0903289622	0.1216970028	0.134393775	0.1149167508
a31	0.139156402	0.258506008	0.112824959	0.1032550272	0.1287212748	0.142421968	0.115114342
a35	0.1375673559	0.209738378	0.139061142	0.0914244842	0.136249472	0.149974682	0.1359844992
a31	0.153962296	0.210930162	0.134003835	0.1088909486	0.128192388	0.144021662	0.1199987088
a8	0.12612856808	0.1897465536	0.1309045086	0.0912332068	0.1403119906	0.1673142	0.154360986
a31	0.165390464	0.186519438	0.148077202	0.11224202	0.127228184	0.138951474	0.121591208
</S>	0.14749369612	0.168231408	0.1134266052	0.0875660732	0.143686314	0.181021608	0.15857427
