 	la	pasta	vuole	sale	</S>
a20	0.2798780844	0.3597272492	0.15283334756	0.11039602746	0.097165265488
a31	0.32250963116	0.41961838	0.1531213158	0.0853111596	0.019439527848
a37	0.1246992302	0.2830578708	0.1542839292	0.4218115836	0.016147377284
a46	0.02575429482	0.285691936	0.25637723	0.4227676168	0.00940888986
a3	0.04376345854	0.402975778	0.193274006	0.329499675	0.0304871052212
a27	0.1380452034	0.52504844	0.147147575	0.168303952	0.02145484452
a8	0.0625686344	0.557277156	0.1192989476	0.23556584	0.0252893958
a31	0.0666972954	0.550076586	0.1036232088	0.236144658	0.0434582218
a18	0.093256078	0.43222798456	0.05889151668	0.2886429394	0.126981492
a31	0.1479474566	0.416490774	0.0525972705	0.2970776184	0.085886818
a23	0.1717565894	0.33640429826	0.0986420716	0.2281938564	0.1650032268
</S>	0.163606753	0.332579659	0.0639022968	0.333452396	0.1064588988
