 	non	so	cosa	stai	scrivendo	</S>
a31	0.17000114172	0.014668365556	0.007105405382	0.2232432296	0.454547628	0.13043421432
a21	0.057694284468	0.025230970944	0.00522586282	0.5567011294	0.3223324096	0.03281535862
a31	0.08165810562	0.1802722784	0.02327138514	0.2122149596	0.415024515	0.087558730634
a10	0.0541812942	0.1671199908	0.05929455552	0.2454199772	0.4558082168	0.018175949588
a7	0.06242330634	0.253155158	0.13027474454	0.18728241	0.3484865146	0.0183778869
a41	0.1227087052	0.3321918584	0.198519533	0.1149264076	0.1941949918	0.03745849438
a31	0.08124255108	0.36954869	0.1514321152	0.156123248	0.1918458298	0.049807525956
a8	0.086359980272	0.0717803048	0.11021331928	0.1561105464	0.506300182	0.0692356538
a31	0.069508314328	0.09152550548	0.10452788072	0.292074384	0.357092774	0.08527113
a8	0.10184761728	0.13958912496	0.120559037344	0.1306329336	0.34235811	0.1650132096
a23	0.08941562694	0.12307045256	0.09115700505	0.185466148	0.388531458	0.12235930612
a8	0.0979961637	0.09556596346	0.0590647559	0.16496164	0.476476426	0.1059350386
a31	0.11052477982	0.1047287646	0.07075787458	0.182701424	0.417314086	0.113973069
a21	0.0927446712	0.0779330552	0.0637162344	0.217297286	0.416589218	0.131719522
a31	0.06348340618	0.06733441524	0.05050472608	0.140496864	0.551315288	0.126865304
a24	0.10440733748	0.1108605942	0.1025343784	0.195292509	0.371113962	0.1157911894
a21	0.0500644168	0.04333918552	0.03345494004	0.11848407	0.677383808	0.0772735348
a31	0.122929958	0.1106645994	0.090474559	0.180744666	0.372281026	0.1229051748
a17	0.09971451668	0.0978303324	0.08823833176	0.204773188	0.395400416	0.114043235
a20	0.1005106508	0.0851410452	0.0566894642	0.128445842	0.461522392	0.167690592
a0	0.2434598642	0.169900948	0.1038125392	0.104761702	0.24629573	0.131769248
a31	0.1284791714	0.1138428988	0.0681832296	0.150806604	0.432366348	0.1063217572
a8	0.12798639234	0.124532648	0.106933227	0.168389066	0.340729056	0.131429596
a37	0.0933250008	0.090792012	0.080869959	0.144454058	0.464570216	0.125988762
</S>	0.161225212	0.155732943	0.132084068	0.140872854	0.23297439	0.177110562
