 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.06107165668	0.18061774034	0.004496664122	0.024448452516	0.072422981798	0.06515094524	0.18224803876	0.034658863166	0.00590011994	0.072360413	0.05155697316	0.02959813104	0.01281201606	0.0095416691846	0.019336128755	0.16521720217	0.00856202102
a8	0.0116932033808	0.012970661177	0.131675165376	0.0420884906499	0.0758661845968	0.0652022773046	0.109332327454	0.09830746258	0.00182072789	0.0114463882	0.016106776732	0.0054492530016	0.00939856666674	0.017828367444	0.0491711302537	0.334894806545	0.006748188403
a31	0.026897155416	0.0363856097577	0.0465124767531	0.0253813673019	0.00822027465463	0.0188949249944	0.02763382152	0.0605395082	0.0675489737614	0.1684692526	0.1849225768	0.0145917373712	0.0210712770506	0.03004876014	0.03442754262	0.19582990168	0.03262484186
a41	0.0042970937	0.00942985244	0.0334632618085	0.130742674539	0.0480914231574	0.053360571132	0.05485159732	0.1106436538	0.0260808855618	0.1628459088	0.06324563494	0.011534568734	0.0704107207182	0.0686762832	0.09101124962	0.0577488154	0.003565778888
a10	0.01033776282	0.007204751982	0.008452398885	0.005490382863	0.0037586682394	0.004546036372	0.016764185752	0.02909416192	0.0596883731595	0.3554338622	0.15372371524	0.014946528768	0.0461261433648	0.1466249456	0.04789935472	0.0729616404	0.01694700124
a20	0.02051816484	0.004862187174	0.0125686851432	0.0064951727132	0.0036289023132	0.0215275275144	0.075579669108	0.07334699228	0.0357305249468	0.3549064916	0.10725068872	0.022696085946	0.070495230078	0.0787061684	0.05287328718	0.0394334268	0.0193807842
a31	0.07521399562	0.004198528032	0.01813121816	0.011092792881	0.0109222176874	0.011747990012	0.03009691136	0.06017757204	0.08783845829	0.271680308	0.0951323768	0.02164042865	0.088484814494	0.06625440548	0.0728624865	0.06095055532	0.01357494474
a37	0.0377670576	0.0115615694136	0.0736645164504	0.0506762164637	0.0537287820739	0.07081626478	0.10744842694	0.0713092566	0.0216064484388	0.1843196952	0.0725202779	0.016825830704	0.0554164831954	0.02290876833	0.09849566435	0.042339227	0.008595531766
a31	0.0342379822	0.001762012716	0.02438233104	0.03015405117	0.0468695603494	0.027064271788	0.03238011784	0.0576746668	0.113434699794	0.21412677754	0.0549049274	0.02658358279	0.0803108258908	0.05819119634	0.1034891644	0.0739473232	0.02048651694
a18	0.11143702564	0.016084282085	0.108404030131	0.0579497178694	0.0236847501781	0.03919576668	0.09500130866	0.0970846278	0.0184643782694	0.079911352	0.05227487668	0.0172500524	0.034004773378	0.014460645494	0.160610795494	0.06272605396	0.011455562912
a31	0.03037978544	0.003637159876	0.020162864564	0.0247675298336	0.04180896994	0.039012598028	0.06180609172	0.07142837592	0.063412454576	0.1054310668	0.0413056498	0.0192608322	0.036395961828	0.0385802942	0.2096219281	0.136966446	0.0560220238
