 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.0456909476	0.211888788654	0.298527990474	0.0323366616	0.11012712072	0.042669734	0.02338195951	0.06130754904	0.17406927708
a31	0.0066014670032	0.0545139668	0.15790542189	0.011842279044	0.0161311964	0.0662157741616	0.065500365076	0.54242329548	0.07886622434
a46	0.0107080263884	0.2232684288	0.10499464918	0.030907122628	0.0232362274	0.008856896274	0.0052637148648	0.58291364079	0.009851319332
a31	0.0252830278325	0.1730448366	0.06449976248	0.0964411049	0.0966114318	0.0438859000668	0.037229812392	0.45476947902	0.00823462786
a24	0.021692722196	0.06195839156	0.2538721772	0.07550262428	0.12091523316	0.0542828119246	0.0372229385	0.35895914069	0.0155939086848
a31	0.027188804742	0.1435302892	0.0895682408	0.08089350816	0.0819018894	0.0147254274476	0.014230375984	0.5355206405	0.01244085402
a37	0.0895561414036	0.06475194456	0.199033789	0.0692296312	0.245473084	0.01480055162	0.01460090246	0.2971122836	0.00544166038
a31	0.0467110227454	0.0788248116	0.0666476038	0.04656909994	0.0414790892	0.03654357912	0.06200705428	0.59522330514	0.025994435
a18	0.108566281218	0.11239677264	0.2600565608	0.04020660006	0.0532691114	0.026939142706	0.00719775707	0.388362551204	0.003005233932
a31	0.0488349483972	0.04171153202	0.0589638956	0.035307180474	0.044458579958	0.0814205436	0.0919850078	0.56885893804	0.02845935968
a41	0.067095056156	0.1155157652	0.257865798	0.0472659704	0.04754585712	0.063267564532	0.010659230986	0.38465080878	0.006133985112
a31	0.04783561002	0.03097980156	0.0630376826	0.03268571008	0.0416116288	0.1677010376	0.042359888	0.5373954318	0.03639318876
a21	0.0292943033948	0.04178313464	0.20197197412	0.03812348628	0.05253563788	0.1273350071	0.01841179894	0.4794045261	0.01114005748
a31	0.0439259234944	0.0330729684	0.04991198114	0.0309414106	0.0399292726	0.2385473488	0.0517781788	0.456765071	0.055127824
a14	0.045775274328	0.07946109212	0.09935323	0.0603981406	0.0552665014	0.1259283852	0.0370193056	0.483375899	0.01342214008
a31	0.03445209656	0.0491777664	0.0537185835	0.0409072186	0.0571829486	0.1771946132	0.0790387028	0.4780834274	0.0302445958
a24	0.05058645698	0.09018776372	0.1167861166	0.0664219596	0.0643933872	0.137623796	0.0481122984	0.410868692	0.01501955888
a31	0.02751763848	0.0607195974	0.0663515044	0.04761903628	0.0649392566	0.1497410168	0.0874094862	0.457534056	0.0381684446
a10	0.04259162152	0.07253163848	0.1415177634	0.0535695424	0.0781446115	0.156362046	0.0685884428	0.3617442996	0.0249500182
a7	0.06218357948	0.113382196	0.11504650396	0.0450457884	0.0854488292	0.1807946164	0.0848826582	0.2838901044	0.0293257572
a20	0.0583562364	0.1133569832	0.10642737066	0.0562505396	0.1031708754	0.13599823	0.0935934666	0.2855286928	0.0473176246
a31	0.05926855572	0.097109638	0.0797765402	0.045359348	0.1081942546	0.1263886936	0.099222237	0.31769512	0.06698559212
a8	0.04271781464	0.0727487188	0.06809466754	0.059240367	0.2146176608	0.266639131	0.0843303738	0.1345212146	0.0570900898
a31	0.1359220168	0.1257315804	0.14506268126	0.0535629864	0.1159389656	0.142515808	0.1041879106	0.131482811	0.0455952074
a33	0.04581434848	0.071559334	0.0832246871	0.0603063068	0.2179192214	0.249157454	0.1055392568	0.1101987552	0.0562806072
a7	0.11834842	0.0981089076	0.0930541621	0.0557385716	0.1672184832	0.150733496	0.1184358724	0.1368483016	0.0615138084
a31	0.0769021726	0.0788730308	0.07531737966	0.0535022358	0.2268952728	0.1283659148	0.1156515432	0.158537392	0.0859550748
a23	0.0369440902	0.0513753042	0.05324555594	0.0574951534	0.2398622942	0.195249386	0.126021452	0.1441431328	0.0956636414
</S>	0.1768377412	0.1138209008	0.1160705438	0.0707786032	0.101083015	0.140184739	0.1024685262	0.1195005672	0.0592553978
