 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.1920708965	0.32948158236	0.199717602396	0.20612715462	0.03803226638	0.027546501648	0.007023964878
a20	0.0160764760416	0.36562695	0.262895880626	0.030014542616	0.05807327788	0.264766645474	0.002546222652
a31	0.0081183378316	0.32875279768	0.00743260319	0.170959949409	0.0432267652	0.4088109158	0.0326986052244
a37	0.00243300704	0.335319516	0.038485406194	0.114276310222	0.141114589	0.3558814688	0.012489705406
a31	0.004350156356	0.457260706	0.08454102217	0.0406875642784	0.0721688434	0.3290966554	0.011895074274
a30	0.0175357235	0.605639702	0.12011569402	0.012508691705	0.05806555266	0.18243039772	0.00370424
a13	0.014739126808	0.513898304	0.133218879328	0.033070240331	0.07692502578	0.2154738612	0.01267455768
a20	0.0511748567926	0.450320666	0.10467164022	0.0206672037156	0.0862123963	0.2511531673	0.03580003521
a41	0.0373976587382	0.546521236	0.10618997704	0.0304098214608	0.07340958248	0.1654052838	0.0406663946
a33	0.035914476166	0.325642356	0.04589602522	0.0413476999456	0.14610177804	0.3064406352	0.09865700926
a31	0.044169177396	0.2967807216	0.05816828868	0.0413493407	0.152829203	0.30407286026	0.10263043663
a41	0.02713972199	0.1829917132	0.03037607866	0.044351785044	0.2341763715	0.363037892	0.117926475
a0	0.08505671686	0.3068480308	0.0538337884	0.0527841614	0.1166408916	0.1722182856	0.2126181487
a31	0.0857857544	0.200072956	0.0577471254	0.0566370222	0.1809949106	0.2349199292	0.183842344
a24	0.07749614	0.1000186412	0.0539579234	0.06379976192	0.250813148	0.318338356	0.135576054
a31	0.119743563	0.187719332	0.102499842	0.09481425	0.148798564	0.16488079	0.1815436768
a20	0.095633582	0.104294946	0.0831299746	0.086532515	0.2243158232	0.280213574	0.1258795712
</S>	0.1230345114	0.14512638	0.118999966	0.1854404464	0.161065042	0.1261128592	0.140220784
