 	le	melanzane	vogliono	girate	</S>
a20	0.198237495186	0.319948163737	0.1942577468	0.24169629192	0.0458602990233
a31	0.203729901141	0.206897431476	0.2763191038	0.1832898668	0.12976374002
a39	0.059808393896	0.473659344	0.288753694	0.1690701266	0.00870842262
a41	0.1044953166	0.3163485911	0.26437612984	0.3082180928	0.00656177196
a18	0.111393710666	0.111565051437	0.5084352992	0.2459028966	0.022702994104
a28	0.108206939896	0.06449351566	0.4593894856	0.2995978136	0.06831219472
a13	0.09661875402	0.07978166606	0.3960913188	0.378576146	0.04893216856
a14	0.06785865098	0.11733574826	0.2537243722	0.45832502	0.10275624718
a39	0.06296737072	0.16054810542	0.08152133468	0.563838466	0.131124723624
a31	0.104048216	0.1031996702	0.07370508126	0.596031362	0.123015702046
a6	0.0417961078	0.071542945856	0.288000476	0.493805692	0.10485478612
a20	0.25088874536	0.06371031028	0.0458998332	0.510179282	0.12932187136
a31	0.18809098732	0.068412094372	0.06255389364	0.5397629992	0.14117999208
a46	0.0578494792	0.0782048046	0.3192587154	0.2945606244	0.250126387996
a18	0.23571281768	0.07166737028	0.0418244788	0.5373489654	0.1134463672
a24	0.2465071916	0.0983629028	0.0643017242	0.4500691062	0.140759072
a31	0.24149122	0.09403063252	0.0776658126	0.463833488	0.12297880548
a17	0.129128708	0.182422166	0.2932468226	0.1575449908	0.237657294
a11	0.180511338	0.121028064	0.0920445532	0.433691086	0.17272495
a20	0.264667792	0.1154268724	0.2703058946	0.2334790608	0.116120374
a24	0.23281056	0.1192753096	0.210305206	0.3076004532	0.1300084664
a31	0.24522728988	0.109557692	0.0901692046	0.444822035	0.1102237848
a37	0.1851791616	0.192580286	0.3069517746	0.140211642	0.175077135
a31	0.175717724	0.1433539612	0.1260311024	0.3839319914	0.170965218
a20	0.1910244624	0.169774482	0.230062316	0.1682649422	0.24087379
a31	0.185783808	0.1509708652	0.1221440792	0.3918667646	0.149234496
</S>	0.1444052206	0.167918206	0.24682637	0.1881887724	0.252661412
