 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.06359004584	0.12419972582	0.0615705776	0.2853538788	0.1742206194	0.0939393708	0.077888950376	0.05292926548	0.044540736538	0.021766796812
a20	0.0008691218372	0.056672237808	0.0870721484	0.3682210406	0.200642314	0.16065911308	0.0578700092644	0.0425226032892	0.008947390868	0.01652402644
a31	0.0222842226968	0.0115945215	0.2331533023	0.1069645692	0.2076779509	0.17815767236	0.0411992174132	0.067357289828	0.115394507442	0.0162167133
a29	0.002599359	0.04514174276	0.051889118516	0.1615240454	0.4176396716	0.248613940908	0.033181158717	0.0039905621568	0.022899492707	0.01252091874
a15	0.00789895704	0.0978354401	0.4144986	0.0830418392	0.19991697152	0.0616844497	0.003088443978	0.00745463084	0.027307900059	0.097272751288
a31	0.00687176808	0.12627387644	0.3512437827	0.148222722	0.1714802288	0.06283568016	0.0039173098166	0.013667947854	0.032041586934	0.0834450491576
a18	0.0212708177288	0.057172705368	0.330522778	0.1074464418	0.28941962046	0.03806968318	0.008709074254	0.007102436557	0.120116492913	0.0201699299552
a46	0.00787822282	0.0313610687	0.666185568	0.1377748584	0.0563897346	0.03445398954	0.004660879113	0.0088201141286	0.034118231388	0.018357311094
a31	0.016269554754	0.0386960197	0.363835823	0.240207251	0.1052836226	0.0655888542	0.0220930877	0.043747536204	0.062069751524	0.042208506878
a37	0.048514448512	0.03763740712	0.198071304	0.2525926062	0.2083429386	0.0837550064	0.041447384	0.0524585837	0.05869375208	0.0184865648
a31	0.0223381094	0.0410975152	0.250040128	0.2518262336	0.158349261	0.0891432484	0.052049263	0.0644292564	0.0560187931	0.014708238252
a41	0.0505222554	0.041183073912	0.224834441	0.2829897948	0.09078998106	0.0609766076	0.054064779	0.05382619304	0.10751556288	0.033297301
a31	0.0412768172	0.0528493004	0.145137998	0.2646995916	0.0948551828	0.072843806	0.0872280844	0.0713309074	0.140143742	0.0296345446
a3	0.0669503403	0.05546328226	0.1331607444	0.2010682486	0.0777978304	0.0886938914	0.0607279478	0.0691586998	0.180756206	0.0662227804
a31	0.0576359456	0.0676113274	0.14348639	0.1799328392	0.074232755	0.0693616386	0.0857499238	0.0673400028	0.1972568424	0.0573923094
a23	0.0657616678	0.06277123232	0.0967017386	0.1016638662	0.07742011	0.0899128456	0.071607838	0.0752552538	0.226009086	0.132896358
a29	0.0771653332	0.0778536354	0.1147173226	0.112808706	0.073808185	0.075941277	0.0735494342	0.077910306	0.212505024	0.1037407716
a46	0.0936357467	0.0899518036	0.0998961168	0.1256684872	0.1081768092	0.0668192766	0.07782629	0.0755764364	0.1810443748	0.0814046354
a23	0.0812928494	0.094897714	0.0932497488	0.1462062008	0.1075763028	0.07592937008	0.0659030226	0.069102261	0.191016612	0.0748259666
</S>	0.1100192216	0.127240638	0.093331045	0.09770451	0.1205726536	0.061127725	0.0609570492	0.0679093118	0.1775745504	0.083563268
