 	è	che	stanno	ancora	alzati	</S>
a20	0.4123508289	0.012642271832	0.235437270372	0.01129086675	0.2372521787	0.091026562052
a31	0.072186294212	0.0627913174	0.4190711838	0.1838990069	0.0848825028106	0.17716969532
a20	0.245925301712	0.02619742142	0.038199134948	0.115923362434	0.41181293169	0.16194189142
a31	0.0038306297448	0.03284488082	0.17897763686	0.174080389868	0.546554889798	0.063711579156
a20	0.032554321074	0.13341931208	0.0419913552	0.22740786844	0.545657852451	0.01896932178
a28	0.01637373996	0.1476776242	0.487562464	0.03208071696	0.254311991584	0.06199349164
a31	0.0318037031	0.144159852	0.524233966	0.0707065236	0.09523015826	0.1338658074
a29	0.03771984848	0.1013736246	0.1833253544	0.2175380664	0.39631955072	0.06372357388
a46	0.1040710826	0.19151237	0.331303396	0.145154052	0.0682622646	0.1596967926
a31	0.1066222593	0.1584214792	0.1872649872	0.2590768022	0.0738545116	0.2147600026
a20	0.0901334068	0.1591410974	0.1742449964	0.1250004546	0.2001557176	0.251324318
a31	0.143357369	0.1782119172	0.263242128	0.1069875968	0.144977049	0.163223898
a39	0.117552762	0.1139652434	0.156649638	0.1391893588	0.203094832	0.269548174
a20	0.152007396	0.168238244	0.2329930172	0.0999187166	0.197900906	0.1489417304
a8	0.1228213356	0.144289394	0.1945401054	0.1021220986	0.3038979648	0.132329097
a20	0.19284678	0.148121016	0.146943016	0.077735575	0.317502804	0.1168507816
a24	0.154700874	0.150181634	0.1214434288	0.112734606	0.3361343866	0.124805076
a46	0.2341516712	0.191050886	0.1677054994	0.0890662232	0.2182370296	0.099788718
a8	0.13055801	0.1144835316	0.1964913128	0.1321158242	0.3031774768	0.1231738708
a23	0.1541514172	0.1298588672	0.173652656	0.1399807082	0.2746049486	0.1277514106
a8	0.1296902172	0.1171744676	0.136996674	0.1210031056	0.3954144934	0.099721067
</S>	0.1606173288	0.12655615	0.1612494972	0.1245255396	0.30027382	0.126777694
