 	le	ragazze	vogliono	guardate	</S>
a10	0.197662508	0.0796198016	0.2892961246	0.4118611372	0.02156043674
a20	0.156147620386	0.107081749857	0.3400004328	0.3303194496	0.06645078136
a31	0.15784128116	0.110579719034	0.3609333674	0.3625467014	0.00809893134
a20	0.086020021032	0.151178862106	0.12894948724	0.613412568	0.020439097688
a11	0.110440999682	0.22745073578	0.3739812926	0.2663053458	0.02182161522
a31	0.18144255696	0.09893495886	0.318831628	0.3582375098	0.04255333704
a0	0.16001651378	0.04067720002	0.298036372	0.477480732	0.023789194472
a31	0.22253680504	0.0847929861	0.35002391922	0.2073453401	0.135300865532
a39	0.16049143102	0.0458268973	0.065285898	0.6975470584	0.03084873828
a18	0.1797641528	0.0706542172	0.282379914	0.319436351	0.14776531942
a31	0.1256513882	0.1008744036	0.22793519668	0.4160751614	0.1294639269
a8	0.12254702932	0.0927326936	0.128195381	0.444208331	0.2123165446
a31	0.0968523232	0.11409327668	0.1758731528	0.4901978358	0.12298342646
a46	0.068670757	0.1029682032	0.387218997	0.239076852	0.2020651856
a18	0.0767589836	0.1290969066	0.092176946	0.530503366	0.17146377166
a35	0.1213396184	0.151683513	0.0999609352	0.51373608	0.1132798292
a31	0.152049592	0.1249331278	0.0839796144	0.514857874	0.124179791
a39	0.181862156	0.233930284	0.2221336438	0.199238886	0.162835006
a8	0.155078198	0.1220080532	0.08904645	0.470604462	0.1632628474
a23	0.191264312	0.166034902	0.1718077368	0.330390642	0.1405023986
</S>	0.200139578	0.1528995432	0.1587365552	0.342403468	0.1458208376
