 	non	sapeva	dove	a	stare	</S>
a20	0.2236993814	0.01016933042	0.3180698428	0.02940833118	0.352366584	0.06628645426
a31	0.2927811976	0.0269219593	0.372850436	0.03149598092	0.106194740392	0.16975569194
a37	0.23890441698	0.0697737596	0.215313686	0.03358777696	0.37225114126	0.07016922602
a38	0.117737288468	0.033640707984	0.1773145912	0.0699106904	0.56677998592	0.034616764972
a31	0.202528050588	0.022489857756	0.23209755	0.06650698272	0.363244433304	0.11313311258
a41	0.14772241992	0.01266914046	0.471216768	0.07756489224	0.1228847685	0.1679420215
a10	0.0875402314	0.014490778748	0.207252333	0.08443713708	0.4183310156	0.1879484897
a20	0.02269013638	0.009822606906	0.2327821326	0.058991326	0.4462755892	0.22943821464
a9	0.02171030988	0.01369883932	0.04838352616	0.05284886464	0.615686431	0.24767196448
</S>	0.03123672985	0.0352511655	0.05989343457	0.076553529	0.549966774	0.247098376
