 	non	aveva	cosa	a	fare	</S>
a31	0.639432114	0.0281867898	0.11815826468	0.03836782318	0.08942628801	0.086428709508
a18	0.3620194184	0.18866705132	0.40083144	0.0049224222	0.00470953152	0.038850042672
a24	0.49592681392	0.0041660117096	0.10173103106	0.0844189625	0.1837977378	0.12995940326
a20	0.30502041574	0.0314278881674	0.200342555632	0.112265070728	0.18142713948	0.169516966
a31	0.49819720192	0.052347027512	0.090739336	0.1395958962	0.1060126564	0.11310790392
a18	0.5252012578	0.0143419309724	0.2039167066	0.13156626328	0.07738289952	0.04759095076
a31	0.579035925	0.0328964713	0.05791866504	0.0981808582	0.130890448	0.1010776514
a17	0.0950504028	0.06428662444	0.195771178	0.1533586648	0.187454746	0.30407837
a20	0.39646543	0.1326680602	0.0918676864	0.0767787582	0.0785275226	0.223692508
a31	0.232185978	0.194627754	0.1514292768	0.1238839696	0.1193081854	0.1785648172
</S>	0.1615791648	0.158552543	0.214774026	0.1031698998	0.1693102894	0.192614064
