 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.3634556856	0.0671253268	0.19795911088	0.22595437408	0.0664919572	0.02495727994	0.031449560712	0.02260671368
a20	0.348125749	0.028961349634	0.2313571308	0.154681088	0.069020658944	0.063792171126	0.0554314688	0.04863035302
a31	0.2421037888	0.0559421781912	0.038953408	0.05799278168	0.173502914592	0.143399921026	0.139321032	0.1487839704
a20	0.1802524588	0.037772924566	0.06397217672	0.181667216	0.096200768466	0.28436430617	0.05533847426	0.1004316486
a31	0.1116086578	0.059055236284	0.1411661548	0.1520757398	0.05382872496	0.06199763456	0.11351629	0.3067515
a20	0.32690062	0.0453027850832	0.0505753406	0.1021671632	0.13958786026	0.06822115126	0.14184377292	0.12540131952
a31	0.1163230076	0.1039379677	0.2113602566	0.084627097	0.07150653624	0.03330703949	0.120704188	0.25823395052
a35	0.287238618	0.05823288839	0.1025715332	0.07868606796	0.1368910396	0.10732395976	0.1689519368	0.06010396512
a31	0.3602602767	0.0555197426	0.1514228184	0.1213635148	0.04616895114	0.03435397756	0.1014262704	0.12948449952
a15	0.1051105554	0.121646257436	0.1512532072	0.0994688471	0.0917127568	0.0873503234	0.245125358	0.09833270016
a18	0.2391248362	0.0487733796	0.145468332	0.1785213076	0.080199814	0.0587203681	0.1613387136	0.08785323256
a31	0.1155411286	0.10824059694	0.0980316916	0.0536576294	0.096949167	0.113839836	0.28264663	0.1310933008
a20	0.2253437354	0.0862723952	0.2074447084	0.1136014722	0.063488208	0.0473392806	0.1734535856	0.0830566002
a7	0.182887037	0.1028275144	0.1283401364	0.0915414068	0.1267545778	0.127878536	0.166017159	0.0737536116
a31	0.0802717394	0.1456322316	0.1215931712	0.074857059	0.123739559	0.1581574614	0.18470907	0.1110397076
a7	0.2200934136	0.0802925502	0.205372578	0.087541236	0.0832033668	0.088832727	0.1823126918	0.0523514622
a6	0.2441117344	0.117887514	0.1469261068	0.0797893452	0.0980182948	0.104608864	0.1271001184	0.081558006
a20	0.158313957	0.108250701	0.1214167716	0.062228136	0.1074820572	0.162876248	0.185941959	0.0934901754
a3	0.1385998	0.156289264	0.1210822808	0.0551743086	0.0893184024	0.1522083292	0.1041686074	0.183159004
a7	0.3327241264	0.147540454	0.18116419	0.066820875	0.0706256926	0.0682161248	0.0697672634	0.0631412556
</S>	0.271840361	0.1256993044	0.180900176	0.0895506774	0.0739206348	0.075563519	0.1048532108	0.077672155
