 	mi	si	gonfiò	il	dito	</S>
a31	0.70830153854	0.00804215774	0.00259409030368	0.045962679433	0.037916722578	0.197182821706
a11	0.58475535772	0.11895155028	0.00769787704	0.084756514	0.192328114806	0.01151056092
a31	0.12281231192	0.1936947078	0.06660272302	0.2674596074	0.3271604277	0.02227017086
a15	0.4742404351	0.1081050094	0.13211770228	0.1297485994	0.113070416	0.042717819432
a31	0.0483681497	0.240012139	0.20850601762	0.2547948506	0.0874207994	0.16089804608
a0	0.4233347196	0.1286055744	0.15536440102	0.1303216038	0.031413945	0.1309597276
a46	0.2302639014	0.2244174976	0.095227088186	0.14126093274	0.1343918064	0.174438730088
a31	0.110535871	0.1954634536	0.13150363544	0.1144348148	0.212671114	0.23539111626
a18	0.0600259482	0.221975678	0.1944971236	0.200175948	0.194620862	0.128704513
a31	0.1364030868	0.264082926	0.1196659383	0.10032869768	0.156393962	0.22312540744
a24	0.0771120164	0.176034791	0.19916193764	0.143522129	0.142536456	0.26163264
a28	0.1978406674	0.2229678	0.1473001352	0.120924694	0.1336797672	0.1772869222
a13	0.152556432	0.232570964	0.193762638	0.159227348	0.143979304	0.1179032714
a20	0.196029243	0.152342996	0.185141408	0.1488179892	0.176472928	0.14119541
a17	0.304984384	0.1331954436	0.152829959	0.1291786868	0.160657793	0.1191537352
a39	0.3324568028	0.165291602	0.156823498	0.127277706	0.1271268364	0.091023574
a20	0.2341052772	0.131332299	0.1049259862	0.308573536	0.149567766	0.0714951488
a31	0.289376038	0.129738134	0.1007440216	0.263949249	0.136313596	0.079878934
a41	0.340655308	0.27013526	0.1274739748	0.091778707	0.0757071128	0.0942496448
a8	0.3161554172	0.157931118	0.175661164	0.118650202	0.138935324	0.0926667926
a37	0.170694584	0.1387557012	0.156592214	0.319963114	0.1347558608	0.0792385168
a8	0.143163586	0.12892579	0.1294094776	0.3906248012	0.1313051128	0.07657124
</S>	0.153132094	0.1499872876	0.163857422	0.281208264	0.156375175	0.0954397778
