 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.256232615386	0.299992515406	0.029616553804	0.005859296574	0.044964419654	0.004377616612	0.029142394972	0.05672565086	0.0101549216	0.0726903262	0.1902436934
a37	0.0248873042	0.1488314288	0.0485727146	0.0178822313148	0.012251869474	0.0482720713044	0.03193540522	0.0909666165035	0.1754642004	0.3735160074	0.02742014158
a31	0.04231271294	0.09650142082	0.0163895912718	0.0116048000879	0.0321307421	0.042399013304	0.01633740464	0.245411710418	0.11473591896	0.2843620292	0.0978146409
a20	0.059459575348	0.10566727308	0.016063767262	0.007065640178	0.005154610712	0.033070010336	0.054984098412	0.268264221682	0.1693404328	0.2745016026	0.00642871336
a31	0.08381163234	0.049693201312	0.0194734005284	0.0149120668872	0.03280212108	0.00973852472	0.01743650588	0.190689148211	0.1072795434	0.4430581408	0.03110573706
a20	0.0919232824	0.081232552104	0.048864208196	0.039445924668	0.02335405312	0.02169152104	0.0425893738	0.155779435626	0.14163728966	0.3345883138	0.0188940792
a31	0.0471903016	0.07306603108	0.025184056924	0.0093248222	0.01720421768	0.02112315288	0.0632391486	0.0780880789464	0.136198667	0.4482169118	0.081164622252
a11	0.22547354848	0.04820640936	0.017932729768	0.019495137	0.00800468196	0.033660755	0.04900836024	0.057772831157	0.1277226064	0.3894547584	0.02326821652
a31	0.034838793	0.1648038662	0.02012319144	0.01274430288	0.012620644	0.03412274376	0.0898776052	0.08539598276	0.1085366774	0.3678605664	0.06907562004
a20	0.30866154356	0.021221099	0.01188037438	0.00502787324	0.00545715266	0.031780014546	0.02476289502	0.0552772336152	0.094797375	0.4170589456	0.02407547132
a31	0.0439242206	0.1430209924	0.0177282712	0.037812915	0.01280265492	0.0310389382	0.10004994612	0.1064674324	0.0989985524	0.3740207452	0.03413531134
a29	0.279497638	0.0487204588	0.017723004376	0.01230601682	0.0083511283	0.04042296566	0.0326776174	0.06586965676	0.0805074544	0.3932461072	0.02067795552
a46	0.0617536392	0.1536403696	0.0202819366	0.0276834774	0.0210200242	0.050283429	0.0736290266	0.171529395	0.1095421184	0.285001377	0.0256352006
a18	0.059656538	0.10493071	0.054594948	0.046241233	0.067434745	0.0572283904	0.0651226804	0.25131886	0.1151769718	0.1477112578	0.0305837
a31	0.0694195978	0.0712446318	0.0290026328	0.0438943692	0.062360108	0.0756737872	0.078882684	0.2153906472	0.1286313808	0.1313714514	0.0941287208
a28	0.03889595148	0.0456466606	0.0933641856	0.0271878302	0.02940286946	0.067232737	0.073028024	0.2308268108	0.158955597	0.1655748154	0.0698845172
a20	0.1718654592	0.131098584	0.0663158668	0.056676288	0.10304046	0.0591494248	0.0469720538	0.1900686736	0.0769462638	0.0692775084	0.02858942592
a41	0.134506572	0.1205791192	0.1004333676	0.0615013352	0.0946310948	0.0505524394	0.0380364022	0.199933961	0.0833362702	0.0813599264	0.0351294856
a28	0.162356258	0.1024953836	0.1073688234	0.0578556912	0.0956398072	0.0437506586	0.032633661	0.194032149	0.0744693732	0.09578053192	0.033617698
a8	0.194808944	0.135197314	0.1201234154	0.0451115034	0.0679454234	0.0330426348	0.0284800148	0.1196653586	0.0736641884	0.1253824264	0.056578801
a23	0.1528371468	0.0858972188	0.0923881728	0.0621371028	0.1214464452	0.0468444416	0.0337364478	0.1810808862	0.0999295128	0.0912671814	0.0324354328
a31	0.12592245	0.0848443332	0.0801055742	0.0630971304	0.108581378	0.0558546022	0.0429220842	0.2066494044	0.112808179	0.0760578222	0.0431570728
a39	0.0881949236	0.0867589446	0.1084374072	0.0437971556	0.0456062014	0.0438256554	0.0602600248	0.1954888522	0.1236355302	0.1385238062	0.0654714332
a20	0.2248580906	0.129612687	0.1076779062	0.052367173	0.13379532	0.0421849916	0.0342168284	0.1179853544	0.0501851838	0.0500788176	0.0570376566
a39	0.198804878	0.131111472	0.1154788308	0.0474476118	0.085025371	0.035244026	0.0294497804	0.191791864	0.0673665876	0.0564785488	0.041801043
a8	0.127405884	0.1065868596	0.11736925096	0.04324530372	0.0777448102	0.02852171872	0.0219566794	0.1812611492	0.0835846886	0.1678743334	0.0444493508
a31	0.1135388968	0.081206965	0.0827680774	0.04667149492	0.1019949506	0.03676809992	0.0252724112	0.2028652096	0.0827242826	0.1928731954	0.0333164022
a28	0.1205053734	0.125420144	0.1171760508	0.0448000828	0.0482043633	0.0405781698	0.0482379796	0.1806213618	0.0863108094	0.1028087362	0.0853369816
a20	0.1844862624	0.139600644	0.1340810466	0.055851096	0.1218872626	0.0432037766	0.0362472118	0.1094006918	0.0475230526	0.0518841864	0.0758347768
a8	0.16134706	0.109453382	0.1107410172	0.0447600712	0.0807531708	0.031993392	0.0268289978	0.2344814318	0.0709894162	0.0760912004	0.0525608418
a23	0.117049334	0.0811463896	0.0982840046	0.0503642232	0.1005191552	0.0383604402	0.0313276476	0.22882816	0.0865343488	0.10579114752	0.0617951486
a8	0.1124073692	0.0900169098	0.0931676738	0.0567820522	0.1067575416	0.0442535098	0.046134364	0.1908720538	0.0877604384	0.084555656	0.0872924278
</S>	0.126615996	0.0992382774	0.096154814	0.0571511452	0.116216444	0.0469184184	0.0504430154	0.1544459154	0.084428801	0.07564751992	0.0927396754
