 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.3689761892	0.3726234418	0.008043920448	0.01802357908	0.02329957314	0.13394951396	0.07508384075
a31	0.11926558892	0.5117535414	0.0183195797756	0.0756909981642	0.0642454488	0.062234443006	0.14849041992
a29	0.093855982	0.3519165308	0.00357181816	0.0077568862674	0.402281476	0.083208357624	0.05740897096
a24	0.1490861246	0.1865103467	0.01820160376	0.125704733683	0.3805498128	0.009060569608	0.1308868453
a18	0.158661440788	0.33337981976	0.019174972086	0.0684162837416	0.193848188	0.01868104218	0.2078382687
a31	0.1029197704	0.4482283654	0.02416545753	0.05681421148	0.1572502854	0.02685870528	0.183763216
a13	0.06968200446	0.42477558792	0.068096684496	0.079907058654	0.0994894716	0.049025492096	0.20902370754
a11	0.09577928568	0.416438677	0.04193408552	0.04218335948	0.07692140478	0.07983028144	0.2469129548
a8	0.1005418792	0.3471738526	0.0489423606	0.084035725	0.09147428424	0.09035463588	0.23747728
a31	0.09452939728	0.3363414658	0.0489054258	0.0849035956	0.1457007235	0.0836798524	0.2059395262
a24	0.1658952066	0.338938295	0.0200899414	0.0258737701	0.1681514068	0.133531839212	0.14751950104
a31	0.19202022	0.37545581	0.0643402662	0.0778871448	0.0497313514	0.10413095996	0.13643420864
a39	0.206105194	0.3247110424	0.0611369148	0.062276986	0.0780945418	0.110281242	0.1573940902
a20	0.247734496	0.275097153	0.071854422	0.108554217	0.0605007194	0.0910586156	0.1452003888
a31	0.227718962	0.311392146	0.0877207612	0.0994874608	0.0646172342	0.0988989856	0.110164481
a20	0.234016368	0.243374196	0.0699338944	0.0935582852	0.0915687436	0.128944776	0.138603736
a31	0.245902494	0.23594856	0.0885136244	0.1062505412	0.0905212604	0.1285442972	0.1043192192
a46	0.16690954	0.175132298	0.106526645	0.157258065	0.1082491678	0.1223921312	0.163532156
a31	0.211218894	0.187519526	0.12057791	0.137778397	0.097129161	0.130473006	0.1153030964
a23	0.152864812	0.1779934	0.12047964	0.162251832	0.1117057376	0.114817934	0.159886664
a31	0.184127788	0.16151733	0.1196321704	0.167926322	0.100159931	0.1330648076	0.1335716126
a46	0.145554226	0.202168838	0.1371210406	0.1572298952	0.1055515088	0.1103387372	0.142035792
a8	0.181796612	0.167758286	0.125884156	0.172245306	0.0990989964	0.128044784	0.1251718392
a31	0.182214204	0.164496804	0.124671785	0.13879699	0.103154866	0.160561422	0.126103916
a38	0.224237622	0.180851346	0.1132056224	0.1180712552	0.1106862928	0.111697751	0.141250096
a20	0.206375736	0.175141776	0.11819288	0.151661438	0.0932103636	0.133278608	0.1221391856
a31	0.238325418	0.174560172	0.0977346128	0.1036559432	0.0902310074	0.172455204	0.1230376472
a20	0.213365926	0.1632849	0.1084116266	0.123783654	0.1208974908	0.119773536	0.150482818
a31	0.230628468	0.198508594	0.104666508	0.129243829	0.084135233	0.142720076	0.1100972734
</S>	0.162646186	0.180247604	0.120990019	0.1446032588	0.119739142	0.117442394	0.154331398
