 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.3021104553	0.007673914528	0.0032955572428	0.0390362004872	0.01331487566	0.10581367044	0.0410527089	0.0940340052	0.0388677044	0.3390529288	0.01574798946
a28	0.0058766305	0.0022884185392	0.028118055216	0.044190547908	0.0079956993592	0.0820988499535	0.070909965784	0.0930485828	0.07500356532	0.576418103	0.014051572272
a37	0.0769499650888	0.00631987037816	0.00925793261063	0.148278347348	0.0139892708266	0.0921780320992	0.02249040598	0.36898038462	0.0558615444	0.1973481788	0.008346161844
a31	0.03845472762	0.003474997855	0.0523261696053	0.0281699048712	0.072554296636	0.066287435478	0.04506469924	0.0894427454	0.1040248278	0.4767948488	0.02340533836
a17	0.06354271666	0.0009949203304	0.022574163816	0.00236908428563	0.106178315	0.110627023416	0.22084477484	0.1336153594	0.03304001872	0.29509932556	0.0111142807158
a31	0.02669098734	0.0014951857806	0.055767090343	0.0151074700839	0.01621433162	0.11810896274	0.0520270526	0.051093558	0.093219294	0.5361825752	0.034093537
a28	0.05013306248	0.0021272925904	0.068083085408	0.00544481759323	0.0569428055	0.15998595784	0.1500853352	0.1461632802	0.0406160772	0.2829773558	0.03744093634
a17	0.05876947972	0.001585831152	0.062032290052	0.0193098842728	0.00746861034	0.08325138306	0.03921395628	0.0535797214	0.1218266526	0.5076079594	0.0453542478
a20	0.14253233868	0.004516310832	0.049973174168	0.023715173256	0.014303799	0.117277194	0.0569076188	0.0454878982	0.1274028406	0.387334926	0.03054870148
a31	0.0672481968	0.016369376798	0.050496701568	0.026082658966	0.01655538812	0.08682631264	0.0664417934	0.0539156416	0.1345477016	0.4606995472	0.0208166699
a37	0.05544473714	0.016003375618	0.0717976972	0.0483349101473	0.0112520579	0.03590657058	0.0425841798	0.0675251998	0.210937386	0.4156175396	0.02459635339
a31	0.0710027878	0.00479722366	0.021736254804	0.020104437917	0.009646345808	0.06104597192	0.07285808708	0.1069505264	0.1931106628	0.410497488	0.02825020078
a18	0.0687044976	0.04398185432	0.06891484168	0.04448559922	0.017219884	0.0661001308	0.1459484796	0.0829326258	0.0756631878	0.3688891008	0.01715976698
a8	0.06943075926	0.01375633408	0.02398697064	0.0267253468	0.0117922278	0.03500726068	0.0630647556	0.1287509732	0.177172978	0.418982462	0.031329893
a31	0.04657814074	0.00678047308	0.0541037598	0.0284407304	0.0317420526	0.0526943092	0.1030638136	0.12689684	0.136715506	0.3798143382	0.03317002232
a24	0.122347032	0.05810403724	0.045521458	0.031720902072	0.02660486948	0.0244464914	0.0616938554	0.0786301802	0.080907314	0.408937794	0.061086046
a37	0.1075849946	0.02714298488	0.02330485552	0.02067728168	0.019436532	0.0493860366	0.0696778264	0.1395021612	0.142599538	0.3467478498	0.0539399364
a31	0.0731444548	0.0349580284	0.029813681	0.030824684	0.02880961	0.0564749358	0.0854733186	0.155815818	0.1034732144	0.3413907692	0.0598214918
a30	0.070992833	0.05326731556	0.0481789188	0.04519348194	0.0447512447	0.0464388154	0.0624978136	0.188599505	0.072987094	0.276588926	0.0905040262
a24	0.121579596	0.03798265786	0.03045555084	0.0368054512	0.03246896354	0.048640698	0.0831183816	0.137847414	0.162700736	0.2408242132	0.0675763134
a46	0.109508143	0.0448724088	0.03514972912	0.033623604	0.0294189412	0.0477331358	0.097770996	0.162460375	0.106961522	0.2782309088	0.054270252
a31	0.0640072624	0.0370562878	0.0320190848	0.042674247	0.0423285132	0.0663869558	0.1056091642	0.2484619712	0.1058246324	0.1881917312	0.0674401436
a8	0.083211999	0.0446372024	0.0287053988	0.04866097668	0.04662942106	0.06279020556	0.0554825788	0.1651549654	0.0677570874	0.2966742472	0.1002959208
a31	0.1014165196	0.053559692	0.0380736008	0.0593660266	0.0592558398	0.0783375492	0.0720295826	0.175190096	0.1123229584	0.173666278	0.07678183
a3	0.0935740966	0.069259537	0.0312950428	0.05703150528	0.047805062	0.04911922454	0.0456072248	0.1582229512	0.0711080574	0.2876288252	0.0893484404
a39	0.108928671	0.069438104	0.0494998976	0.073856866	0.0621607824	0.0768861762	0.078934623	0.152155554	0.120188904	0.1366509212	0.071299462
a31	0.1059464706	0.057766605	0.0403179836	0.055598105	0.0504183938	0.0607794588	0.0890072358	0.200774549	0.111377774	0.166141994	0.0618714182
a28	0.08023859546	0.0522744108	0.0356560679	0.057849211	0.0492704399	0.0646732926	0.06638999232	0.1650473872	0.075227475	0.218250588	0.135122524
a31	0.130030476	0.074055744	0.050348371	0.0676295274	0.0619248484	0.0749547692	0.0851806968	0.1280359492	0.143758563	0.1171689028	0.0669121412
a17	0.074239626	0.0768987976	0.0480871362	0.0746396674	0.0794829552	0.0751585364	0.0710087122	0.167887308	0.1017055816	0.140989634	0.0899021
</S>	0.1161376462	0.083077903	0.0616952616	0.0780661432	0.0715234148	0.0839967708	0.0843157928	0.1238632188	0.129702306	0.1038067024	0.0638148314
