 	qui	dentro	vuole	un	tappeto	</S>
a31	0.342022166494	0.267089162672	0.0868736516	0.0361939208	0.26005162974	0.00776944974
a18	0.0550164340687	0.160664591008	0.20627153648	0.08217071152	0.4685055565	0.02737117748
a10	0.0497268452332	0.0722840500045	0.14918234652	0.1519896608	0.5163404	0.060476711258
a31	0.0187980814684	0.008234672924	0.151197646628	0.0901660772	0.659258406	0.07234511772
a14	0.042632438174	0.08941841858	0.1356884834	0.0935184772	0.574719446	0.0640227754
a31	0.0298456034	0.137899919536	0.0762669824	0.1619018474	0.466261546	0.12782409588
a39	0.16080933918	0.12575674474	0.2142714708	0.0832012012	0.3562467	0.0597145132
a31	0.0518551932	0.13027579036	0.07973888046	0.0983625676	0.522815822	0.11695170316
a39	0.1866804904	0.02770900352	0.0770250948	0.142202501	0.4987577554	0.0676251851
a33	0.0720500716	0.1050783228	0.1004085844	0.0981334168	0.5148935008	0.1094360734
a31	0.095120027	0.0731650395	0.1419147598	0.1044872532	0.5249497	0.060363189
</S>	0.1824125494	0.0592481886	0.1173961048	0.1046037002	0.3856052744	0.1507342088
