 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.18546144664	0.0586847044	0.01594471134	0.4241548018	0.00387558598	0.0549730068	0.1886736762	0.06823208028
a31	0.159433873922	0.0217182865031	0.0074361787076	0.10583099788	0.0259909069962	0.1094211734	0.520277374	0.04989125784
a8	0.0121525821096	0.0147834080471	0.0089025691242	0.150088338812	0.0493760947559	0.3156910102	0.441437154	0.00756883312
a31	0.0696542408768	0.00717032024252	0.00356664714994	0.16174997708	0.117634887228	0.15558610276	0.4502144594	0.0344233998
a20	0.0285313662	0.1498031838	0.02333622174	0.2402926046	0.110727549548	0.2117335918	0.2199618136	0.01561366206
a31	0.0401917826	0.01875638078	0.0158915139802	0.1028191746	0.164175680478	0.1936928808	0.4006427768	0.063829769246
a24	0.093081191	0.07214748532	0.0332192693486	0.1115178906	0.120728974639	0.3559584434	0.1617897844	0.0515570315
a31	0.0732821682	0.07170639496	0.034381284072	0.0281936744	0.110485741314	0.1219735864	0.497713388	0.0622637592
a28	0.1076886946	0.0843881648	0.073188499542	0.0984769842	0.0994618656814	0.20139387	0.289369464	0.04603249436
a17	0.01476954321	0.01273873914	0.01978291746	0.0151466743	0.0431265284032	0.1476428192	0.67809605	0.0686967092
a31	0.02242042046	0.1339630374	0.037300045242	0.0187233928	0.053400910344	0.1154725836	0.5491212012	0.0695984256
a28	0.051594645	0.05092476028	0.01941490124	0.1668114776	0.042326062687	0.101639578	0.53828546	0.02900313952
a13	0.03511759884	0.0348168248	0.01862309692	0.016179643	0.02445552808	0.0807805434	0.7323965	0.0576302582
a31	0.0311634452	0.051517503	0.02622474966	0.0208858145	0.0488525318	0.114916896	0.65096565	0.055473386
a23	0.07280723734	0.0489635366	0.0232146596	0.0885892516	0.17215484074	0.107238824	0.4358796952	0.0511519466
a31	0.0984315912	0.0814905808	0.0312730542	0.0376331068	0.0329423606	0.1168934542	0.502579486	0.0987563482
a18	0.1374715518	0.0841384468	0.0854375272	0.113900392	0.062543755	0.159057411	0.2689604152	0.0884905214
a31	0.137363556	0.1170056792	0.0691256316	0.0676359848	0.0570608536	0.1266727774	0.314476748	0.1106587662
a18	0.1230368273	0.1035473936	0.127850158	0.10776434234	0.0695041744	0.180985471	0.17984209	0.107469556
a31	0.1547195	0.143829688	0.111270252	0.08955837328	0.088887331	0.123453885	0.19391099	0.0943699808
a24	0.11937812772	0.105930544	0.1344031924	0.10780209286	0.0845248336	0.1938906788	0.138409824	0.1156607
a17	0.1616278092	0.134050046	0.115491559	0.09518042886	0.0977767752	0.1335312168	0.17740008	0.0849420852
a20	0.177535024	0.142988524	0.122459958	0.0988788058	0.108642746	0.1353197416	0.127059114	0.0871161386
</S>	0.180731314	0.1137493656	0.093617082	0.09538935	0.1212197196	0.1586339896	0.137388678	0.099270516
