 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.19339154248	0.234563334458	0.278780825478	0.2028121307	0.04073382232	0.040799873648	0.0089185034
a31	0.070029861872	0.32322866	0.13883650314	0.0249029227277	0.0419589400138	0.28841992182	0.11262318116
a7	0.138725863375	0.1396447312	0.0390110568	0.174558246633	0.0187227847404	0.4706979241	0.01863941431
a31	0.042626015718	0.3394712316	0.0642458020952	0.048352639905	0.0176880487523	0.401514164	0.086102153152
a20	0.0116286642	0.385106464	0.123934907936	0.018099116414	0.0182871767914	0.410888393536	0.032055283926
a2	0.012586414064	0.776409012	0.072849792686	0.0432476714938	0.0332560173868	0.0557535352	0.00589756982
a41	0.02299829676	0.728942066	0.10690633954	0.0219358568574	0.022128460126	0.0693176767	0.02777134978
a20	0.04828855084	0.54301579	0.1185242946	0.041646803232	0.04559720863	0.15257061236	0.05035683505
a46	0.136294248801	0.546692266	0.076834986964	0.0257251082137	0.0463724336922	0.12290785686	0.04517314287
a31	0.0678591910312	0.478988832	0.106782199044	0.0414672792454	0.0690990822772	0.15773160314	0.07807189368
a11	0.055453780024	0.3918238	0.15019991732	0.036128834718	0.076540248742	0.255126298	0.0347271098
a35	0.11096940816	0.485103336	0.13795136534	0.03154898832	0.04534725694	0.0850780196	0.1040016816
a31	0.12081656092	0.36972238	0.06555517856	0.04943711344	0.0767035656	0.1325166785	0.18524855926
a11	0.115815923	0.305980706	0.09017924112	0.0828628404	0.1085870875	0.177155468	0.1194187182
a28	0.1449256278	0.31418115	0.0833111836	0.0722208212	0.0944428	0.1028313348	0.1880870948
a20	0.1488104574	0.19756369	0.1075405964	0.1082893172	0.119386202	0.16186632	0.156543428
a10	0.118145294	0.193826742	0.095444047	0.1231792454	0.148285852	0.16586349	0.155255336
a31	0.0746187128	0.154988742	0.072603832	0.069810556	0.1471489688	0.302088288	0.17874088
</S>	0.1128247592	0.227321752	0.117631623	0.08855462	0.1419508266	0.184957768	0.126758642
