 	ancora	non	mi	sono	vestito	</S>
a8	0.519884724	0.061530337	0.16099562342	0.006537692348	0.16932454575	0.0817270966766
a31	0.345808396	0.035395057392	0.165784633	0.0189508457242	0.397763732269	0.03629735883
a10	0.3633483776	0.043813140522	0.0338135272	0.0335295090255	0.467096929105	0.05839855846
a31	0.10248193352	0.26179076868	0.1247768786	0.0348764352952	0.4517019886	0.02437201904
a18	0.24188117596	0.1439863208	0.1748432072	0.044721147265	0.354588486852	0.03997968832
a31	0.13604852772	0.203205465	0.140816588	0.0683322269	0.35332120216	0.098275981
a20	0.353325304	0.158624593	0.185870055	0.047045913091	0.18607444371	0.069059664206
a31	0.1243443318	0.202199798	0.2068198168	0.161793656	0.18500282346	0.119839579
a13	0.2961020426	0.20589159	0.1016952116	0.114068371169	0.1847805585	0.097462218334
a35	0.1911803498	0.1493377534	0.19488119	0.15938337332	0.11250639834	0.192710944
a39	0.198713996	0.1628241668	0.227190612	0.152690186	0.1214700756	0.137110969
a46	0.164141676	0.174164712	0.192167602	0.186099626	0.1345932768	0.148833114
a31	0.178540554	0.151094506	0.16814128	0.175330803	0.175901097	0.1509917672
a20	0.232219596	0.124897442	0.152915954	0.1271066	0.208507958	0.154352454
a31	0.209016894	0.156685586	0.153076574	0.174095712	0.160651766	0.1464734768
a39	0.169471382	0.183810732	0.137452504	0.190800392	0.135416193	0.183048768
a31	0.20323624	0.174877628	0.156376673	0.172902248	0.1661884548	0.1264187692
</S>	0.139295574	0.166373708	0.1309956702	0.232035888	0.13780214	0.193497052
