 	la	donna	pulisce	la	casa	l	uomo	no	</S>
a23	0.0048917589	0.02167398937	0.084711002428	0.046506114421	0.115823757458	0.00857897362	0.001968629692	0.6017161884	0.11412961988
a31	0.0451392142121	0.0508858365347	0.0515564088762	0.0187617277509	0.0804938568042	0.138875017484	0.0529784053205	0.529294779	0.03201474603
a24	5.5508604808e-05	0.00192358874359	0.0490662745686	0.13267255624	0.0108228117357	0.00611022689092	0.0106408584301	0.63103710148	0.15767107658
a31	0.0004238882548	0.0664405407343	0.0341393323292	0.104826265987	0.0233901958179	0.0716234690415	0.236542927902	0.4455472846	0.01706608472
a35	0.000820603076884	0.0211794110647	0.0462501381072	0.108292697035	0.0125464165251	0.0111762020922	0.00586649156584	0.71129903688	0.08256897231
a28	0.0003638064254	0.157311504397	0.057336545444	0.117146966903	0.0086502626478	0.0189739387648	0.0188538934532	0.6093754896	0.011987595008
a37	0.000678986886	0.012242402072	0.085247565992	0.0888065028374	0.0109873007856	0.012624452436	0.00788591825	0.772291454	0.0092354196776
a39	0.002993369314	0.11241177165	0.07828860278	0.091189851124	0.022798162024	0.020234413356	0.021306214	0.5619948832	0.088782712896
a20	0.002307732734	0.152984153278	0.064913311	0.092547021046	0.029805619228	0.023125345234	0.03952942904	0.4203268844	0.174460505456
a31	0.002119458354	0.19605703531	0.07382158188	0.095333576156	0.0316387709	0.030242937592	0.06195133362	0.3553370846	0.153498215028
a44	0.012078286836	0.01874394308	0.09598577032	0.054556145016	0.050222730604	0.0457755641	0.06196067402	0.5394273618	0.1212495384
a31	0.018901292524	0.20494460922	0.05538735672	0.06741232168	0.03362607194	0.04903757936	0.0313729297	0.3541727086	0.18514509966
a34	0.026677145244	0.0312222228	0.04312268832	0.053104249266	0.094447350364	0.04287304662	0.0538388825	0.548125302	0.10658908966
a31	0.1305959004	0.2103929706	0.0448768106	0.05966608006	0.12586587728	0.08029920748	0.0316450974	0.2690671768	0.047590864
a18	0.1149874912	0.1438545096	0.0349088902	0.0340341956	0.09441109492	0.060945586	0.0475705758	0.396094387	0.0731932478
a31	0.0770556436	0.3557529002	0.080535062	0.0300542444	0.05988062	0.0417335014	0.0368766938	0.13031681694	0.18779454314
a18	0.123188656	0.1904179092	0.032872897	0.0428395224	0.070217372	0.0595353176	0.0619338066	0.319323752	0.09967074
a7	0.0608131486	0.3958400654	0.072848236	0.0369139056	0.0634688772	0.0798686892	0.0809045368	0.1241144684	0.085228079
a17	0.0708587834	0.2933686708	0.0538235994	0.065962172	0.086352239	0.1110290364	0.116518372	0.131220609	0.0708665314
a31	0.123133307	0.274153714	0.051677969	0.066615118	0.0834122416	0.1081415094	0.1148203412	0.11117585	0.06686995
a24	0.126395859	0.0847770968	0.0487659638	0.0808730092	0.0952207156	0.094423516	0.179711734	0.193046244	0.096785812
a31	0.1166376768	0.3575567224	0.0645331418	0.0568489024	0.07207221072	0.09453460264	0.0963794404	0.0796409156	0.0617963894
a43	0.10865959958	0.1413103958	0.0761988102	0.088476198	0.11349277	0.1067178788	0.126390862	0.109793874	0.128959612
a39	0.083902033	0.3609324058	0.0861079476	0.0672714152	0.0745584308	0.092598438	0.0881328368	0.081040524	0.065455993
a31	0.121283042	0.2096703906	0.0871840908	0.078170182	0.0934664464	0.1121808212	0.11617282	0.099069698	0.082802541
</S>	0.0855467788	0.1234096856	0.1144493652	0.092178157	0.0983281192	0.112391246	0.1405527992	0.1195285272	0.113615326
