 	guardando	le	nuvole	capisco	che	piove	</S>
a8	0.128267795	0.14424424276	0.10243299142	0.07713241812	0.05258703924	0.426534932	0.068800591
a23	0.19078088706	0.059887443312	0.0734056399	0.211041049954	0.04989344974	0.353594903	0.06139654366
a31	0.00888091788848	0.006143925256	0.009375187592	0.09095813184	0.070139074262	0.65173822	0.16276452416
a17	0.001474689694	0.00682004346	0.03302274224	0.142743223029	0.051355100112	0.744035638	0.0205485499
a31	0.030249054562	0.026772756588	0.04533296772	0.139086499995	0.0403217334586	0.633994805	0.08424224918
a10	0.01885932674	0.0265760206	0.10467168882	0.12085639298	0.0479807762	0.507296531	0.1737592786
a20	0.005331170468	0.04104115604	0.0517771246	0.202189899292	0.0569837784	0.5473256914	0.0953511648
a8	0.0505476342	0.0436661316	0.06509163172	0.2083350737	0.04271151094	0.4888507644	0.100797257504
a17	0.11527738464	0.0386958426	0.1009041056	0.2171527878	0.0392696412	0.3699292334	0.11877100195
a13	0.0852805486	0.0614949296	0.1636730536	0.083661214	0.067375530452	0.4288754024	0.109639322914
a20	0.0746491888	0.103629894	0.130362089	0.0793538186	0.07743858396	0.4443499928	0.0902164416
a31	0.0693513576	0.1057430556	0.2033284692	0.087902177	0.1009803044	0.357709842	0.0749848106
a37	0.02918792264	0.019354631	0.049024732	0.11500812306	0.0662735286	0.632432464	0.08871859632
a31	0.18683134	0.1341760208	0.277901034	0.0531877771	0.0850124342	0.1477902236	0.11510120974
a0	0.04359991125	0.09660872268	0.164474914	0.1007436666	0.0658441882	0.377125176	0.1516034156
a31	0.204685746	0.193176447	0.246740894	0.0454707368	0.088713307	0.1386422164	0.0825706908
a10	0.069949976088	0.1265982297	0.1563807524	0.09668234734	0.0761702832	0.294051136	0.180167252
a39	0.2134372008	0.1891701992	0.248081698	0.0660154754	0.092384454	0.1094861468	0.0814248644
a46	0.16602526	0.189384458	0.224065096	0.117465549	0.1022536552	0.103240249	0.0975657136
a8	0.157264964	0.147998032	0.1509656332	0.1180147808	0.1622022446	0.151265432	0.1122889092
a20	0.1450870748	0.1155116554	0.115675056	0.12928488	0.1820772592	0.203880216	0.10848387
a8	0.1231306928	0.0938797598	0.10010264	0.135382398	0.165775784	0.248018641	0.133710104
a46	0.14269875	0.1008527248	0.0968722644	0.1824345032	0.143044422	0.2390832154	0.0950140898
a8	0.1304354464	0.0930835366	0.0784666532	0.204004914	0.1338148896	0.2549246446	0.1052699492
a31	0.1276357888	0.08950086856	0.0778865566	0.199273038	0.1264077968	0.2898897768	0.0894061868
a20	0.0984141298	0.0785906298	0.0582404984	0.124281997	0.107606708	0.406191838	0.126674188
a31	0.149634498	0.107642346	0.099310594	0.1673118384	0.17495542	0.178308368	0.122837008
a28	0.1443717076	0.161856782	0.094380743	0.103815441	0.1082278604	0.207498832	0.179848632
a46	0.183061626	0.140292882	0.1215890988	0.1613111834	0.1573616188	0.1091872552	0.1271963616
a23	0.182597882	0.150252698	0.1289675772	0.163573714	0.149096846	0.109916825	0.1155944834
a39	0.185792346	0.14589809	0.1251935516	0.16087249	0.152442064	0.1152674138	0.1145340724
a31	0.185428782	0.1325446664	0.111349948	0.1406492132	0.147470516	0.156411757	0.1261451064
</S>	0.123938602	0.1514454816	0.0779946828	0.130684132	0.1028867244	0.224165588	0.188884812
