 	le	melanzane	vogliono	girate	</S>
a31	0.198237495186	0.319948163737	0.1942577468	0.24169629192	0.0458602990233
a35	0.089866235349	0.32819764374	0.231061772	0.3434368972	0.007437437208
a41	0.039767061042	0.365812234121	0.38202885816	0.207692979	0.00469888774
a10	0.039228312044	0.117253711237	0.5364890336	0.2758526692	0.031176304094
a18	0.05322126574	0.101113781808	0.4690274542	0.3507824548	0.02585502784
a35	0.0735069444	0.141092503506	0.3480977614	0.362479052	0.0748237569
a31	0.09494346232	0.117490946736	0.13183892076	0.5264045828	0.12932210154
a34	0.05542053748	0.0721159108	0.4472839508	0.397492808	0.0276867628
a8	0.03331542804	0.029016677264	0.0924987224	0.751006044	0.0941631202
a31	0.21261250548	0.06503561558	0.0884013862	0.465973105	0.16797736528
a8	0.04028086472	0.03838947648	0.128219169	0.533856878	0.25925361904
</S>	0.2678459892	0.0836483086	0.0580102446	0.4454395536	0.145055908
