 	non	deve	magniare	la	sera	</S>
a20	0.3919005348	0.084698857508	0.02153307932	0.081481840861	0.338703005052	0.0816827375
a31	0.5092271336	0.050146353948	0.0190166509176	0.226847771149	0.149695552727	0.0450665604794
a18	0.316402282384	0.273018393245	0.0022068802602	0.0102688332854	0.390716379289	0.007387246596
a37	0.26437096104	0.147014808106	0.001508585866	0.00766853224	0.515321932936	0.0641151601
a18	0.3844956556	0.178740682578	0.0028276002356	0.00322514638	0.404555422344	0.02615545661
a31	0.272979504	0.17525730292	0.076096288478	0.1632637132	0.203865549	0.1085375856
a13	0.1981784508	0.148026317154	0.151483601586	0.14751782	0.1610236812	0.1937701
a31	0.0681614818	0.09290881023	0.199861396726	0.281687838	0.130416049	0.2269644092
a17	0.198954786	0.0962100685	0.13815398552	0.1340365172	0.1687001528	0.263944494
</S>	0.0947950574	0.101495205	0.205130462	0.183880358	0.1863619024	0.228337022
