 	deve	che	entra	da	qui	</S>
a31	0.0454420941363	0.217846502679	0.043245428847	0.02594701296	0.3076077215	0.35991122224
a21	0.19469696424	0.18736801274	0.02671016852	0.0476873384713	0.516292063848	0.0272454879
a31	0.168021540472	0.2629795044	0.0631144864	0.188967224342	0.166270577131	0.15064663916
a20	0.033460044692	0.510394804016	0.18479676496	0.1744073005	0.07129154586	0.0256495244
a11	0.189508247454	0.4011282956	0.20971768278	0.1449031338	0.03476824318	0.01997441684
a31	0.07307754828	0.254057474	0.266574648	0.1880935154	0.1562181186	0.06197869104
a37	0.185559479436	0.2534876824	0.30462628	0.12991633791	0.0514281689	0.07498208758
a31	0.0616700934	0.277326974	0.1765988908	0.2564948452	0.1487559172	0.07915324724
a8	0.137756172	0.200345512	0.275309496	0.1381793264	0.1328477646	0.1155617664
a31	0.1328345608	0.171911584	0.1672079312	0.236410706	0.183039296	0.10859590952
a46	0.1445964474	0.279638406	0.154589034	0.1384283612	0.149209966	0.1335377408
a31	0.17981578	0.172493766	0.145923816	0.162896504	0.189190584	0.1496795232
</S>	0.142229826	0.18368847	0.1350136306	0.163609762	0.188123904	0.187334418
