 	credo	che	stanno	ancora	svegli	</S>
a31	0.210323058	0.0234877724	0.1500673745	0.08353319672	0.364142212	0.168446395
a20	0.107813824894	0.01993538984	0.2042669534	0.0520853686	0.5387636866	0.07713476662
a21	0.19420447032	0.021990816084	0.067763417568	0.14016693054	0.4926792748	0.08319506168
a31	0.1380080392	0.0320879424	0.0596938194	0.1289606093	0.398614083174	0.242635484769
a37	0.3501932916	0.037303707	0.066653339	0.15664740632	0.3572042148	0.0319980579
a31	0.3072056236	0.0472248528	0.1017158804	0.1092004906	0.19614938528	0.238503796336
a13	0.4630562376	0.0730450568	0.1304632868	0.119873528	0.1554789816	0.058082894
a31	0.3568004991	0.0468794174	0.0661410568	0.0993437896	0.1399740554	0.29086118718
a20	0.248169196	0.02350407106	0.0669174706	0.1892676912	0.2735828546	0.1985586804
a31	0.178914216	0.0802732584	0.1095256768	0.15785309	0.2269139328	0.2465198098
a39	0.1307148626	0.025663501	0.0954735894	0.2246417856	0.326548654	0.196957582
a18	0.1818891074	0.1304980642	0.1519437548	0.172479622	0.16229917	0.2008902877
a33	0.336683332	0.1167039766	0.1020123008	0.12789675	0.165738851	0.1509648129
a39	0.330939392	0.1083878164	0.0930290688	0.120260534	0.157392298	0.189990894
a31	0.39577562	0.1106945288	0.0941314282	0.1288211776	0.118443778	0.15213344
a39	0.238351164	0.0716694124	0.1031358906	0.21843299	0.2304156468	0.137994892
a33	0.347539106	0.2022374508	0.117424968	0.10119829	0.0963442228	0.135256004
a8	0.213452816	0.138815132	0.142970092	0.155140596	0.19229724	0.157324118
a31	0.27355562	0.1239040072	0.124937224	0.127992812	0.192398648	0.157211726
a7	0.295311828	0.0765085896	0.1099019294	0.17057251	0.2093716032	0.138333558
a31	0.392658342	0.1483211728	0.1070171876	0.103838112	0.103118754	0.145046414
a3	0.230315246	0.0957839934	0.122107541	0.208425754	0.175280519	0.168086964
a31	0.325886068	0.1320034108	0.1335080252	0.1362899236	0.133724763	0.13858777
a13	0.187829312	0.1064184136	0.130274824	0.192187148	0.180751128	0.202539174
a20	0.306837438	0.130214046	0.138922736	0.140487228	0.148550558	0.134987982
a7	0.292680478	0.133107974	0.1387443552	0.1486558	0.143392396	0.143419018
a35	0.295364544	0.134091466	0.147192636	0.141748722	0.143208072	0.138394522
a31	0.283440596	0.12220084	0.149249422	0.145563504	0.173093145	0.126452504
a20	0.221024762	0.086468194	0.142892788	0.197306388	0.182263752	0.1700441644
a31	0.321444638	0.129394306	0.1345424632	0.139068698	0.138349726	0.1372001006
</S>	0.1925978	0.1143207666	0.1312432276	0.177632102	0.17972234	0.204483734
