 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a23	0.132869912014	0.177322215844	0.378994299229	0.0194038658572	0.0351576486	0.009103530992	0.00820760586	0.00952997424	0.0369943232142	0.19241661646
a31	0.1623511796	0.07373801866	0.286300991	0.0378841452	0.0422628722	0.0233004005222	0.0843852018	0.078159289	0.166375329592	0.0452425892
a13	0.02164253568	0.07423972016	0.150173234	0.1007444168	0.1970476706	0.0161817415334	0.04182114312	0.03146753064	0.359153596202	0.0075284419
a37	0.09996516658	0.12157856856	0.1867615928	0.1270199284	0.04531266092	0.004140204572	0.0272549522	0.01720044252	0.334752585712	0.03601389444
a31	0.056029419708	0.1168425842	0.1309764334	0.08472737968	0.1119020314	0.00547204016	0.0446912432	0.01486899994	0.3667176051	0.067772272968
a39	0.01373708932	0.20453047766	0.2029487014	0.065950234	0.0475051212	0.007931168994	0.0686213285	0.00974011291	0.374701218179	0.00433451072
a20	0.082299249172	0.15565717484	0.125377985	0.097065046	0.0464950172	0.0120083126	0.03813865168	0.0547533904	0.36159753956	0.026607662528
a31	0.0869485886	0.0961791332	0.1017411694	0.1004338308	0.0888238128	0.01960732428	0.0238091418	0.0429033566	0.3638297118	0.07572391864
a0	0.0772059914	0.11688369908	0.18400321616	0.0806248764	0.0597399698	0.03059605172	0.054294098	0.01002107608	0.3823663842	0.004264578648
a31	0.0525183254	0.0537237858	0.07278391704	0.1106486476	0.113044441	0.05918478472	0.0480455282	0.0260299768	0.33768153408	0.12633904032
a20	0.11474972636	0.085049544976	0.15890405968	0.09816158408	0.0890822904	0.0629750782	0.038479728	0.0093652035	0.33710650388	0.00612625908
a24	0.0521249746	0.063520227	0.11369817824	0.1322625166	0.1133993572	0.08663842766	0.060090214	0.0215591352	0.2989480174	0.05775894998
a31	0.0621049772	0.01973655536	0.0410999098	0.042483009	0.20767933134	0.25304860672	0.0739983256	0.10401902486	0.0690389926	0.12679126196
a10	0.0614871844098	0.0402906416	0.11472193768	0.05980287085	0.28649762	0.19434508867	0.0464539726	0.0192517647	0.1485310902	0.028617811576
a27	0.0477022888	0.04743888564	0.12025068672	0.0778142946	0.224043508	0.1821434839	0.0621626614	0.044762456	0.177617817968	0.01606392986
a37	0.0573204512	0.041529062	0.0852389728	0.0690385016	0.239018422	0.2258034128	0.086068083	0.0944488048	0.082747050328	0.0187872226
a31	0.0410822112	0.02962400296	0.0517227628	0.0584608032	0.3088844812	0.2608912282	0.0888905284	0.067217581	0.07681952634	0.016406896
a18	0.057347163446	0.0440316396	0.133506279	0.07120049306	0.18094232	0.186148147	0.101629222	0.0938969098	0.1117803914	0.01951744074
a11	0.13808374532	0.0431897386	0.0920134456	0.057050354	0.259283138	0.1837080948	0.0781108604	0.0601865374	0.05709660876	0.03127749978
a31	0.0943357046	0.0417905766	0.0743302768	0.0543533096	0.235671492	0.2606520756	0.0732457544	0.0612373428	0.07634640852	0.0280370523
a28	0.10515227448	0.06433156324	0.1274982184	0.0681446668	0.0972742844	0.1169349552	0.101006164	0.195103986	0.0800043566	0.044549503
a31	0.1188415744	0.0740976418	0.099801288	0.0495182056	0.205836508	0.167926365	0.0774185976	0.0687190614	0.0918173934	0.0460233718
a20	0.08857970376	0.07380789	0.125744797	0.0705540126	0.095455728	0.116757848	0.1136245056	0.1032594014	0.1132321386	0.0989839546
a3	0.118275472	0.0861897392	0.113362926	0.0842673284	0.1410562786	0.130567286	0.0954971136	0.0866244098	0.0794463252	0.064713156
a28	0.119208121	0.077302849	0.109258686	0.0782910572	0.1365592	0.135077988	0.093173679	0.0845570604	0.1054326374	0.0611387036
a20	0.108141355	0.074953341	0.110321463	0.053656383	0.1260362134	0.219160972	0.0810761654	0.0608507162	0.1011403132	0.0646630524
a31	0.093749674	0.067630136	0.1025074124	0.0474594004	0.120497336	0.240732233	0.0710656654	0.0569473714	0.1631393866	0.0362714336
a46	0.097548924	0.0409144122	0.0780196028	0.067318262	0.062979748	0.103875648	0.127353618	0.2030555748	0.108761826	0.110172414
a23	0.147416575	0.091569788	0.0972553132	0.0754959168	0.118767739	0.154018558	0.0848695332	0.0768926428	0.081063958	0.0726499806
</S>	0.124942992	0.0875175816	0.103228182	0.087510332	0.0973333692	0.143465982	0.1069741842	0.086313586	0.097881823	0.0648319514
