 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.26279990222	0.28143693658	0.12311179904	0.05776819668	0.02578204936	0.2146331274	0.03446797684
a31	0.14289306378	0.48971119774	0.0802815702	0.1006192719	0.040411134556	0.1246757036	0.02140813194
a6	0.04016596024	0.07307877916	0.142722918	0.15655875	0.135224485772	0.4444627996	0.00778634476
a31	0.01702633738	0.39267076068	0.1128718536	0.1927437848	0.0296992526632	0.24739898714	0.00758904166
a37	0.104929108236	0.16107769188	0.1039939008	0.2411437912	0.02731948342	0.32097366674	0.04056240453
a31	0.042862120224	0.2559946833	0.0458099128	0.20474818444	0.044118453524	0.36438274492	0.0420839004
a17	0.130020891202	0.19624595154	0.097394998	0.2386383176	0.024211385708	0.291325236904	0.022163207832
a31	0.02378314948	0.21804284302	0.04614430836	0.1741340066	0.079233748168	0.2473135999	0.2113483082
a17	0.0777557148	0.13614300932	0.07936043524	0.2371149208	0.028525451942	0.36592002194	0.07518043828
a31	0.0183215346	0.2566973292	0.0472903362	0.1572078676	0.104452266888	0.2587407622	0.15728990338
a8	0.022932276	0.1700747252	0.0599176292	0.2216734896	0.0789752790022	0.3580899466	0.08833661084
a31	0.0296367676	0.3059719532	0.0709083198	0.1279877934	0.08306901218	0.2312448	0.15118136204
a28	0.0346042378	0.3113354114	0.0762165852	0.184237924	0.064212951554	0.21033042	0.11906247574
a0	0.0468627374	0.473425008	0.0524625508	0.0544332568	0.0591110274	0.1628024916	0.1509029644
a41	0.1380570916	0.387440386	0.0327883668	0.066834683	0.07015001394	0.187731894	0.1169975312
a39	0.14895375062	0.3941708444	0.0646783368	0.082396497	0.0650445628	0.1777623992	0.0669936184
a31	0.13619172	0.388226527	0.0680662532	0.1134556704	0.078793879	0.150215036	0.0650509492
a39	0.2410271724	0.160357162	0.1417849452	0.1219073248	0.083968085	0.1554321206	0.095523205
a31	0.242062798	0.240260902	0.100938666	0.0956523016	0.071277196	0.181253924	0.0685542164
a18	0.1526813284	0.1581151286	0.1442182836	0.1557930424	0.0987921908	0.1758222208	0.1145778104
a31	0.18412367	0.252151466	0.10485908	0.1011679762	0.0886930796	0.200459048	0.0685456666
a18	0.1050060454	0.174515728	0.14505155	0.1255788	0.133174948	0.180415345	0.136257546
a31	0.164940591	0.256855318	0.1401277368	0.112404994	0.10658294	0.1472589962	0.0718294147
a39	0.1028986046	0.153731566	0.1384205112	0.119568002	0.16556253	0.179186166	0.140632618
a41	0.164909476	0.259426464	0.155451074	0.111661156	0.111391862	0.1262810756	0.07087883692
a8	0.184877318	0.234593006	0.1392928724	0.122774082	0.128854552	0.1175096554	0.07209852
a31	0.111390064	0.176664716	0.165242266	0.158919004	0.131525746	0.169557466	0.0867007828
a46	0.1134912716	0.154259382	0.1741139	0.1377493174	0.134062188	0.124436182	0.1618877844
a8	0.158802582	0.228664402	0.120760164	0.1132052424	0.165725336	0.128909796	0.0839324992
</S>	0.132745274	0.155936894	0.145910956	0.138640928	0.171666354	0.1552605288	0.0998390912
