 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.16066433706	0.02442962808	0.2697008292	0.02738879082	0.06751653792	0.10387978968	0.1681752012	0.178244888988
a31	0.0424355424	0.0383885359	0.0793216151086	0.039768753118	0.220417072	0.0451862538	0.379692278	0.15478991632
a29	0.102527454212	0.0436898838	0.152246954712	0.022098934164	0.080699705168	0.03268802	0.543092758	0.0229562664
a46	0.10173016469	0.07850656504	0.1101815579	0.02075961316	0.0773058968	0.062115785	0.4694111854	0.0799892321
a11	0.0835160243188	0.1055077746	0.232600575486	0.024097219	0.1445161159	0.161146881066	0.1915805894	0.057034831854
a20	0.0635221766	0.1126791074	0.120825309448	0.0227685662	0.10133083072	0.09647919456	0.4290299012	0.05336488158
a8	0.059314559248	0.0799311228	0.059101766392	0.026318001545	0.052440501	0.06877854784	0.597706794	0.05640872696
a31	0.059026993081	0.15395052136	0.102129525056	0.049640901476	0.21166809994	0.0751844262	0.2923545748	0.05604500214
a38	0.08265300654	0.05966316892	0.162928760042	0.116948669284	0.2243855462	0.037467106028	0.2835590064	0.032394726964
a31	0.0724459569552	0.08584083814	0.13655725772	0.1030997382	0.1602552954	0.09980872088	0.307094206	0.034897981654
a24	0.077424794077	0.04963630956	0.308959045414	0.07071009872	0.0826178314	0.0333997028	0.335605282	0.04164696072
a37	0.087606219202	0.08698918384	0.0601620706	0.0528884588	0.1993642896	0.086853684	0.377986022	0.0481500777
a15	0.04829818504	0.13332597956	0.1992306506	0.092809676	0.3088060292	0.077663296	0.11885168	0.02101447966
a31	0.05070595308	0.13156224136	0.200408981	0.1036699642	0.337589525	0.051254746	0.1028322266	0.02197634776
a20	0.164295225108	0.0563220425	0.06872833552	0.1424932686	0.202279191	0.0545217694	0.275069334	0.0362908545
a31	0.08500851332	0.06621881592	0.1261401006	0.086410423	0.2696888988	0.0856918272	0.225819364	0.0550220922
a37	0.10643192184	0.04509006956	0.0635343884	0.14699836	0.188374512	0.08632215326	0.314342332	0.0489062612
a46	0.078260460874	0.0559957004	0.1202869832	0.1054680876	0.232236608	0.0996472	0.237002468	0.0711025082
a20	0.064738457788	0.05288260612	0.0907648636	0.10069289	0.383569534	0.0648507112	0.187076644	0.05542426
a24	0.0602320088	0.0572736888	0.1034312608	0.086735255	0.406080032	0.0676204976	0.153200804	0.065426454
a31	0.0728966794	0.06202334128	0.1184000798	0.075306289	0.427601674	0.0601735848	0.1181793708	0.06541896544
a17	0.145162838	0.050046184	0.113521012	0.085397913	0.2210500586	0.1226055128	0.192178004	0.0700384478
a20	0.08080617838	0.05268198988	0.05272193	0.0552024236	0.432758792	0.0649319516	0.1911775492	0.06971915806
a38	0.0925825724	0.0586440564	0.0514778072	0.0539613248	0.386546322	0.0625428495	0.2231125628	0.0711325088
a31	0.1082869654	0.0722727268	0.0616143798	0.0866618436	0.369110754	0.066069036	0.184018534	0.0519657742
a17	0.2007180148	0.075354588	0.087578576	0.0795873596	0.1764374952	0.0985252022	0.188197202	0.0936015612
a31	0.1554985104	0.0920262208	0.0692197592	0.0665604036	0.264928664	0.0757635356	0.1905615528	0.085441332
a37	0.139671216	0.1007750536	0.0672529192	0.1064911708	0.1705057032	0.131321012	0.18944271	0.0945401748
</S>	0.175726492	0.1205212332	0.0847257932	0.0880816424	0.1896646912	0.1009107504	0.137055894	0.103313496
