 	può	che	sono	ancora	svegli	</S>
a31	0.4508128456	0.065397921248	0.012521339904	0.13269092796	0.152514897	0.18606201236
a7	0.25933960166	0.1448504604	0.01081447104	0.1327198624	0.4100200954	0.0422554766
a31	0.18925850676	0.06511082704	0.120152702623	0.247961884	0.35458984392	0.02292625072
a7	0.14794491754	0.1719819788	0.115076242766	0.170488986	0.34049432128	0.05401351452
a31	0.044627464988	0.1380345284	0.114607435326	0.3023938048	0.2675137873	0.13282300698
a37	0.03591658736	0.2529284914	0.113899731728	0.16422528864	0.31969242318	0.11333747548
a31	0.02246687513	0.1795774214	0.15650179976	0.2519314478	0.2385642672	0.15095818876
a39	0.19840558372	0.1570695536	0.08196884756	0.2013034475	0.2568207474	0.1044317801
a31	0.0948742948	0.1742494	0.1317309108	0.223000284	0.240554166	0.135590966
a20	0.13376084938	0.0934473698	0.0984582488	0.1463754226	0.243463851	0.284494239
a31	0.132743637	0.152951166	0.0994798358	0.163736184	0.282107222	0.168981934
a46	0.1046003172	0.1284722738	0.1024281128	0.195120293	0.246563656	0.222815352
a8	0.146031696	0.1703954	0.1509023798	0.149234662	0.238085676	0.14535022
a46	0.214335874	0.156058278	0.1430965388	0.132024604	0.221136676	0.1333480212
a8	0.22706123	0.153567582	0.141616668	0.136033342	0.1964624412	0.145258756
a31	0.210864552	0.163772552	0.157617308	0.143046786	0.180374068	0.144324753
a20	0.253669234	0.1092359556	0.122929604	0.182738412	0.229372738	0.1020540772
</S>	0.328589856	0.159224406	0.150008468	0.109408454	0.1244023712	0.1283664288
