 	prima	di	andare	alla	scuola	</S>
a7	0.3952951188	0.39208141848	0.0303668139206	0.049621294392	0.014650358104	0.117985020232
a11	0.567556798568	0.424286061561	0.000483374384	0.0008816618908	0.000181722780496	0.0066104588058
a43	0.40110420058	0.393603392034	0.014355758782	0.01192711262	0.11875425967	0.060255280734
a20	0.2435708699	0.2415021051	0.0721850042	0.12444415748	0.25720646724	0.0610913861
a31	0.1527610867	0.1844090742	0.1333098726	0.163930846	0.268961956	0.0966271572
a20	0.0992093346	0.24390119	0.1576588157	0.215534114	0.157192696	0.1265038766
a31	0.1352070872	0.134474868	0.2255643552	0.133780228	0.1861408344	0.184832635
a20	0.0670564196	0.1045154876	0.1346662214	0.3286999172	0.2478842724	0.117177674
a31	0.07182829	0.1162623494	0.224734418	0.1476987074	0.248498182	0.190978046
a20	0.0749624245	0.09606840048	0.11280616	0.2011146372	0.30429451	0.2107538796
a31	0.0883337124	0.148674739	0.227935996	0.156976512	0.2698392288	0.1082397588
</S>	0.0813281883	0.1439696252	0.134979718	0.182961122	0.2653986672	0.1913626816
