 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.135972482932	0.095057905444	0.0251496866	0.01012512864	0.0554452977	0.00312217024	0.00263832572	0.02502449452	0.01289987646	0.146423628966	0.00726086256	0.01358360446	0.01865452254	0.0183436852	0.01121457514	0.01834711359	0.05792448992	0.03308200972	0.0339685128	0.032149647492	0.121355140004	0.12225685896
a8	0.01032457426	0.0622654992191	0.073149020208	0.023964437128	0.03242904992	0.012772212058	0.00926598179692	0.017791345712	0.0130901906904	0.0827729224	0.02035207582	0.02125451572	0.0359566422	0.0349185748	0.02047194668	0.0186875334532	0.08584051848	0.093922561	0.1499947572	0.027187578296	0.115241974	0.038346097788
a31	0.0879001866168	0.079452955234	0.006643363952	0.004337916913	0.00673174208	0.005473391032	0.00576083583864	0.005861658068	0.0085279908	0.12162567706	0.01560283244	0.0068841173	0.0160670312	0.0296114842	0.0520908716	0.0634391139448	0.1280116718	0.12555720746	0.07633831856	0.020967756264	0.131029548436	0.00208438654
a18	0.019571423832	0.009259613256	0.012479300776	0.0324421627842	0.01285252032	0.0107385071	0.037654512704	0.06892395792	0.03176876152	0.0617886912	0.0320437312	0.0233088981	0.0430127002	0.0725814376	0.0818437616	0.02634448377	0.05493192816	0.0928642753	0.0956804553	0.03943284936	0.138523401463	0.001952640613
a31	0.053942220398	0.02720819469	0.002810245738	0.0044062008484	0.008484566692	0.002512526576	0.0032760622344	0.00946657857	0.00771698784	0.16908245928	0.0245822055	0.01981830048	0.03282944028	0.0551034364	0.08172617034	0.059671367967	0.1122349738	0.0832073812	0.0263784536	0.01209163176	0.191130576	0.01232001001
a28	0.04969622084	0.04615162561	0.01613928818	0.02706665329	0.00632333828	0.00788303034	0.005161927912	0.0292354154	0.02011688372	0.0902588296	0.01083680088	0.030349634	0.0364437454	0.0441734276	0.04842065044	0.021124856992	0.02729029972	0.06458488946	0.0994659958	0.03417650263	0.28273297773	0.00236703169
a31	0.010096150946	0.010477731146	0.001122534492	0.0015352605204	0.00792202406	0.005358655408	0.0071488532948	0.0364510359	0.00533872276	0.1572264449	0.05568627322	0.0278036829	0.04161139336	0.06981023012	0.09077827772	0.055636430934	0.09406597046	0.067436031	0.02679475792	0.0108372016	0.2077096275	0.00915269681
a46	0.03936032538	0.069930224196	0.017275842844	0.013088131864	0.00537693666	0.00770342796	0.00635707148	0.01310080674	0.01258294006	0.0706542535	0.00992732888	0.04386852692	0.03319201342	0.03287300184	0.04405529044	0.02235016738	0.02843567516	0.0607801809	0.08791593798	0.03334430596	0.34297045094	0.00485714697
a31	0.001690790234	0.012027032104	0.009884847766	0.0038101774548	0.01269156906	0.0018749436	0.001248665564	0.026787756868	0.0157702091	0.1530098702	0.0505794472	0.03852548604	0.0351359408	0.06186655206	0.0841279996	0.059922934143	0.058269440978	0.052162756426	0.04116964134	0.0204354292	0.23786165384	0.021146892562
a18	0.047287834628	0.06125667137	0.022669373946	0.00465579631	0.0088409683	0.00709810682	0.00555208612	0.0094544637	0.02146996706	0.032609874	0.01359716594	0.07001368946	0.03040722654	0.0283251056	0.036884048	0.021091942648	0.0224774842	0.0368408562	0.0746554364	0.0363714887	0.3937159328	0.01472448065
a31	0.00458893536	0.01391497676	0.01453076208	0.004041487732	0.01085331972	0.00288614126	0.006023935454	0.02412281912	0.024799042	0.197783875	0.041954181	0.0535112806	0.0468445856	0.0786949616	0.1163758824	0.04692015792	0.03977470562	0.0417556794	0.0488056684	0.028982676	0.1393819244	0.013453024726
a37	0.022608300328	0.060110390692	0.011944761544	0.002213404598	0.00577100382	0.0064856862752	0.01444368256	0.00665609816	0.03066111328	0.0412807474	0.0320108044	0.06833668432	0.04170502276	0.0494152914	0.0959380172	0.02308335974	0.01685308506	0.0242128578	0.05922774734	0.0390406646	0.33359679644	0.01440449931
