 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.08303271042	0.02880171594	0.09547490128	0.07726346286	0.14708038	0.1197270492	0.315395676	0.13322409176
a21	0.025078499848	0.009902430284	0.0938659892	0.01783587832	0.21643141212	0.0813246438	0.5195926512	0.03596845784
a37	0.0745142641887	0.0703191983404	0.141134511776	0.07290753002	0.1437379268	0.32574314388	0.1589415154	0.012701879468
a31	0.0470157258248	0.0303675708944	0.14721000482	0.06208078968	0.2350031766	0.1803404898	0.261490762	0.03649150924
a17	0.04534155988	0.0110914919242	0.03763935768	0.02930046752	0.331138078	0.4493448736	0.0878346902	0.0083094462648
a20	0.15211183848	0.01004734264	0.10533791452	0.028150465	0.264788092	0.2830462112	0.1260994928	0.03041867284
a41	0.1315361788	0.01359529482	0.1169702808	0.02255793214	0.178172708	0.0895215308	0.365473013	0.082173069908
a31	0.101380511	0.01108745894	0.141424643	0.0540180118	0.1454696888	0.0532613202	0.436014686	0.0573437266
a46	0.15745101514	0.012255417054	0.0420718732	0.0336941404	0.2468018446	0.2911421242	0.1996194546	0.01696408984
a31	0.1970072767	0.03589200074	0.0716573494	0.0579438532	0.1726062154	0.0802922342	0.3427760212	0.04182508058
a13	0.13467764954	0.0239440894552	0.055626213	0.0606312258	0.1704905006	0.2750661336	0.2248102532	0.05475393228
a41	0.1668345862	0.03677222782	0.05839636904	0.0493853778	0.1766347716	0.1094023952	0.361886624	0.0406876271
a31	0.10797233908	0.03043118012	0.0694769174	0.08954878416	0.0808029674	0.110061112	0.4579697214	0.0537369593
a33	0.08982760688	0.034222712852	0.05848525068	0.05979081348	0.03606264248	0.1237147916	0.5257225	0.0721737088
a31	0.203724222952	0.02215422928	0.03136249952	0.023568671	0.057926196	0.1765456298	0.4495240028	0.0351945726
a28	0.064546441042	0.04198962084	0.06017731432	0.07060141458	0.0325039568	0.207834566	0.45320696	0.0691397942
a20	0.13031848819	0.06382632538	0.03365352224	0.0433745342	0.0503548218	0.1676244092	0.457732312	0.0531156094
a8	0.10030265582	0.0594730455	0.0376402289	0.0432490734	0.0494851142	0.2929311352	0.373085259	0.04383348814
a31	0.14548831496	0.0434290882	0.0498730838	0.051926266	0.0525159824	0.2648275848	0.3374305646	0.0545091042
a39	0.15912755292	0.05673080134	0.0791919882	0.09373311368	0.056181908	0.20198817	0.250206666	0.1028397646
a41	0.13152279186	0.0882539022	0.0329722124	0.0372007294	0.04605209536	0.207703254	0.36873489	0.0875601298
a13	0.15935318274	0.085511744	0.0573121742	0.06460995	0.0684102804	0.300500382	0.1984464916	0.0658557886
a31	0.1539337682	0.0709587476	0.0585492026	0.0714079332	0.0752450342	0.207167226	0.2562578844	0.1064802198
a35	0.12382221088	0.05690634892	0.08718736106	0.07889800406	0.0783575328	0.258441122	0.2180002592	0.0983872008
a31	0.197908177	0.0746398222	0.0480009281	0.0466723476	0.0680949718	0.1830917092	0.287579796	0.0940122762
a21	0.1008780705	0.074105129	0.12682420866	0.138786032	0.06648465706	0.139899914	0.25926277	0.0937592272
a31	0.204193097	0.109637048	0.0593488282	0.0633804574	0.0693176418	0.1542479828	0.255759876	0.0841150776
a10	0.0952989967	0.0919225088	0.1292078072	0.1465718792	0.07085891456	0.1357822432	0.235490234	0.0948673746
</S>	0.189810996	0.1757102644	0.0699267948	0.0869945484	0.0772157812	0.147261054	0.149443442	0.103637097
