 	non	aveva	dove	a	stare	</S>
a31	0.4157001478	0.01859273104	0.158759385914	0.0132606529	0.34270806288	0.05097899516
a8	0.38416098586	0.111852355022	0.285304483	0.00697122954	0.0955382328564	0.11617268028
a31	0.194356103628	0.0080088257178	0.237154538	0.11676946012	0.430033982122	0.0136770521312
a28	0.2794856464	0.01241205922	0.165296296	0.12139566908	0.353037387778	0.0683729628
a37	0.19944180014	0.0293810560536	0.329973202	0.07601716336	0.34688439763	0.01830235056
a31	0.4569521432	0.0518853640298	0.21765001054	0.08367327308	0.0651244436	0.12471475918
a18	0.0741188262	0.097967429686	0.45321187	0.0902242229	0.1381488964	0.14632874298
a0	0.4078194438	0.0913516694	0.0996104612	0.0409176946	0.08679381	0.2735069052
a23	0.152492129	0.08540988034	0.094588465	0.0788761906	0.256505336	0.33212794
a8	0.1038072568	0.088741179	0.1051099756	0.12822322	0.3337617692	0.240356626
a31	0.081824828	0.0857810892	0.0921763388	0.110122561	0.448834704	0.1812604532
a20	0.089395534	0.065745648388	0.0812914558	0.144380377	0.452982957	0.166204032
a31	0.154557284	0.1114221472	0.095496128	0.141051086	0.30382307	0.193650252
a20	0.153768514	0.1361551048	0.160903084	0.118564732	0.185867104	0.24474144
a24	0.1793251828	0.144812654	0.1223898304	0.1571546692	0.2362166112	0.1601010574
a8	0.203958704	0.154778676	0.132138728	0.14608785	0.211588002	0.1514480486
a31	0.16761142	0.164666082	0.1425308012	0.175499292	0.199836844	0.149855567
</S>	0.190033974	0.14994459	0.155549744	0.125909798	0.1878559088	0.190705974
