 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a31	0.224488598048	0.0627949007926	0.0381342368552	0.031590939278	0.045809953328	0.0272842402	0.02157848266	0.05495399392	0.08781337228	0.10128212588	0.08854628566	0.180236672512	0.035486176648
a41	0.01952051096	0.0747831073752	0.04809132776	0.084129297524	0.043685727758	0.04089448474	0.0862476271048	0.080306180224	0.03943187666	0.03811368088	0.0904629176106	0.351596923322	0.00273631716
a37	0.13234368745	0.05211861346	0.002066289762	0.070057399802	0.04007218744	0.01456006776	0.06334180358	0.0327738307	0.1016335224	0.085580831238	0.022765729252	0.374552884407	0.008133189394
a24	0.13906225999	0.091988703812	0.00437127552	0.006603653848	0.0240089314	0.017833065	0.133207022174	0.0473336006	0.162065646	0.037598718868	0.02020675376	0.2825369916	0.033183378456
a28	0.039590419328	0.05534154135	0.0053678121	0.019632491374	0.0805371916	0.0239394782	0.066621800076	0.1106616216	0.1291563812	0.072891903456	0.0658572798	0.2895989772	0.0408030778
a17	0.07849568548	0.12857171028	0.01279202472	0.0190800389	0.1423143442	0.0364679766	0.039052629346	0.0950954968	0.0779171312	0.025102697132	0.11664411692	0.1632755926	0.06519055832
a31	0.04033550212	0.14681813656	0.0073134663	0.0251621828	0.13227055994	0.02412578948	0.033962851554	0.0991197452	0.09193121	0.02822935344	0.140192189948	0.123400965712	0.107138038086
a39	0.060894125032	0.038090937	0.02464819352	0.04522486126	0.1405152498	0.0255778668	0.0290520571	0.0781098394	0.06638446636	0.09773210498	0.019386408	0.363283723	0.011100187536
a31	0.0536143676	0.1096175636	0.0232409813	0.0355672013962	0.06929843766	0.02063197912	0.024825078496	0.0298434218	0.0720901166	0.10487957392	0.12287476672	0.232861856148	0.100654704308
a17	0.05186889559	0.03308426616	0.028635665	0.05445610202	0.098099418	0.025778165	0.027700831768	0.1572705318	0.07173110854	0.036315378972	0.0201095084	0.377027229	0.017922874784
a18	0.104661422	0.094641447	0.038681109	0.047896905216	0.04757179628	0.0229886964	0.047208163826	0.074217874	0.154684518	0.1136803258	0.058410241428	0.173051973414	0.022305545526
a24	0.1337202516	0.106464488	0.03963115138	0.033898049884	0.03622826588	0.0287879318	0.03594309932	0.186108743	0.0984160586	0.03213039104	0.0569090641	0.15911557484	0.05264687332
a18	0.1446353686	0.1049830442	0.04839653992	0.03306229668	0.0280322001	0.0472001378	0.0549422604	0.185827584	0.10364493	0.0536836382	0.0590324792	0.1177365412	0.018822958
a31	0.1281227222	0.1015893928	0.04560124906	0.0342253986	0.04370688276	0.032468636	0.04901889954	0.167549966	0.0862251248	0.0527965112	0.0677567476	0.17560264708	0.0153358188
a17	0.0378939166	0.0371976244	0.0245118524	0.05076151392	0.1127044436	0.0490281408	0.03978819704	0.2078315478	0.1761494988	0.02375487916	0.0879364304	0.1299537258	0.02248824702
a20	0.17568107662	0.0520968236	0.03170125332	0.0295154277332	0.02431653836	0.031674444	0.063717720598	0.1472614348	0.158420252	0.1462843598	0.054340283524	0.069742887174	0.01524749365
a17	0.1247481164	0.0579953234	0.05008077656	0.046317651	0.0509599222	0.0434654486	0.0561626074	0.1373411424	0.1309502428	0.114142365	0.0752125709	0.0911897619	0.0214341032
a31	0.0951121294	0.0513505076	0.0520170096	0.04672916372	0.0562109546	0.053233181	0.0604450687	0.1332623166	0.1618227884	0.0661030968	0.07401413214	0.1284920628	0.0212075212
a17	0.091240578	0.0816754966	0.0336603122	0.0535509894	0.0726289312	0.04855642	0.05210392274	0.1612299224	0.084957075	0.054838173	0.137578968	0.0973889054	0.030590323
a31	0.080504728	0.0557686846	0.0437785148	0.04498942044	0.0462725322	0.0615112252	0.07342468402	0.162332804	0.151632704	0.0785876988	0.07539282144	0.0810195699	0.0447846276
a0	0.1005628884	0.0931346852	0.0495490518	0.0578528324	0.0535343118	0.0476707232	0.0531824386	0.1086968952	0.0623762606	0.0775391428	0.1197439024	0.1130232592	0.0631335958
a31	0.087663434	0.0678876958	0.0458094076	0.052293866	0.0512817736	0.0612486536	0.0736948604	0.1655708854	0.084664382	0.0724892528	0.0766616012	0.0833891634	0.0773450376
a8	0.0892799356	0.102243305	0.05404897	0.055794346	0.0534795258	0.0475030516	0.0558641452	0.0732549334	0.0535293604	0.0755953962	0.1136165492	0.110806813	0.1149836736
a46	0.0806112202	0.1094624068	0.057488804	0.0616790818	0.0618286074	0.06976219626	0.0808988476	0.137229474	0.0727287296	0.0487189628	0.0611250206	0.0827860708	0.0756805664
a39	0.0886735116	0.0807465076	0.0567598554	0.0583395256	0.0593395962	0.0750787654	0.074753791	0.1407201026	0.0742961998	0.0593688474	0.07175791	0.0839470478	0.0762183156
a8	0.0821075994	0.0745847124	0.055333679	0.0596193378	0.0620597764	0.078435185	0.0852203002	0.0879643884	0.0747124826	0.071631839	0.074092898	0.082374587	0.1118632126
a20	0.0711129612	0.0663299394	0.0567477472	0.0621271972	0.067313399	0.0878722602	0.088317894	0.137470228	0.0738683166	0.0619050736	0.0708275924	0.0897761652	0.0663312464
</S>	0.0671536688	0.0558372394	0.0373384474	0.0388810602	0.0440956714	0.0688758014	0.0881951588	0.0810804364	0.0993033884	0.0931852624	0.0901132832	0.1395277796	0.0964127888
