 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.128267795	0.14424424276	0.10243299142	0.07713241812	0.05258703924	0.426534932	0.068800591
a13	0.020269214088	0.0724331776	0.24246800404	0.048644207912	0.046728604752	0.429807489	0.139649311192
a24	0.00372048964936	0.0172072085584	0.0334686069684	0.162263955973	0.042903392544	0.616269531	0.1241668339
a41	0.009940742902	0.014501920832	0.0421425758	0.1284043118	0.04149148078	0.5980643832	0.16545460458
a31	0.12386694138	0.06995014526	0.12083205486	0.21622991212	0.06187815276	0.322120494	0.085122321026
a41	0.0675856668	0.0461285746	0.1930687144	0.1302213984	0.0760742878	0.389915101	0.09700627196
a46	0.12536500766	0.08869537226	0.2019227528	0.1328665198	0.0708068336	0.2413760244	0.138967536152
a31	0.144887789	0.078848998	0.2125377476	0.07672237858	0.05632540352	0.2607983756	0.16987931145
a20	0.04580318674	0.08772935228	0.168954563	0.2175556558	0.0594575164	0.3558160032	0.0646836834
a15	0.173113857	0.125453996	0.2892642618	0.0555695107	0.05092387008	0.135653266	0.17002119752
a31	0.1245849394	0.092459544	0.25710361	0.0798849136	0.07702042028	0.2023087014	0.1666379002
a20	0.077859108	0.10255320924	0.079956958	0.2081886184	0.0673076634	0.342168644	0.1219658082
a31	0.174737358	0.1622988272	0.2390781044	0.0448402268	0.0914140782	0.180160696	0.107470673
a23	0.08153598422	0.0982376909	0.1195971026	0.1694134434	0.0790483826	0.295171758	0.15699567
a31	0.1828819288	0.1426793828	0.211778492	0.0741517754	0.117253266	0.159077636	0.11217751154
a27	0.1269146226	0.113130673	0.219331085	0.1166535176	0.0942750084	0.164893388	0.164801706
a35	0.20844269	0.155291614	0.194338968	0.1143099632	0.1105233788	0.107413408	0.10967996906
a31	0.196302606	0.1413796212	0.1660203	0.1367452328	0.12651031	0.1139102896	0.1191316748
a39	0.1444378922	0.1080728892	0.098961245	0.0968799736	0.106278432	0.224374738	0.220994846
a41	0.254543962	0.146940508	0.181583268	0.1182914568	0.101319731	0.086670172	0.1106509078
a24	0.235036888	0.141469394	0.12944569	0.156712757	0.125302706	0.0987963422	0.1132362354
a41	0.28915857	0.120628188	0.11254257	0.087657426	0.121839422	0.155375744	0.112798116
a3	0.23972369	0.109197656	0.089328408	0.1187224252	0.1034977072	0.244359929	0.0951702314
a31	0.17738731	0.111999949	0.079644792	0.083236798	0.088243094	0.341324542	0.1181635488
a0	0.232877886	0.116163466	0.0683724112	0.080421633	0.0879216496	0.237528062	0.176714858
a20	0.355759666	0.139099681	0.1080670358	0.1053803288	0.110091388	0.082639162	0.0989627306
a31	0.253203406	0.1331327132	0.10472397	0.1107438966	0.097351304	0.2024413392	0.098403354
a20	0.234703734	0.198943582	0.0815903548	0.0839746808	0.08731269	0.151780462	0.161694532
a31	0.253577222	0.156691788	0.12123852	0.1363061544	0.13407681	0.0925750892	0.1055344052
a37	0.1390570932	0.165275728	0.1147218612	0.1184958614	0.121489624	0.155868998	0.18509084
a46	0.234058638	0.14643673	0.12308816	0.154440934	0.1463041314	0.0945674964	0.101103912
a31	0.170804832	0.1545107372	0.137400035	0.1598716896	0.149929809	0.114931818	0.11255107
</S>	0.15480434	0.183336778	0.120066096	0.1176570482	0.117798622	0.14487382	0.161463282
