 	vengono	vestiti	dai	genitori	</S>
a31	0.15126105152	0.305075133988	0.37489552294	0.0890713772	0.079696907368
a46	0.04425478876	0.41522002107	0.3255911668	0.135932569568	0.07900146628
a18	0.0013710139466	0.0337829988	0.72658590752	0.1707283228	0.067531767906
a31	0.0533506466648	0.37802056466	0.406348038	0.0641111532	0.0981696269
a11	0.0294892895864	0.11397424896	0.513765174	0.107067166	0.235704191208
a31	0.04829646264	0.340818786	0.277308756	0.132011416	0.2015645618
a39	0.032341188649	0.05496581722	0.526617834	0.17750354914	0.20857161586
a31	0.0768177368	0.2909889432	0.283301268	0.1834690074	0.1654230532
a35	0.08604551712	0.07146890488	0.40674793	0.219435844	0.216301813
a31	0.1312531418	0.340381298	0.180977597	0.13628805	0.211099959
a18	0.1224177964	0.1058841068	0.415939392	0.1917650592	0.163993646
a0	0.197372854	0.24933125	0.193502648	0.130431356	0.2293618648
a31	0.178671474	0.17965436	0.291797568	0.15471036	0.1951662162
a37	0.1603745662	0.1094399754	0.374529746	0.1710084106	0.1846472922
a20	0.166862604	0.1572319164	0.349890732	0.15615876	0.1698560192
a31	0.1906201934	0.161904104	0.254710152	0.222099802	0.1706657872
a41	0.1736339516	0.142169984	0.337312884	0.181088894	0.165794284
a20	0.212779776	0.152638356	0.32579352	0.16172552	0.14706286008
a31	0.232640222	0.168827142	0.214653556	0.2159390472	0.16794002
a20	0.2059161374	0.1808271648	0.212940664	0.19777829	0.202537754
a39	0.230978916	0.169741836	0.266136236	0.1882194388	0.1449235446
a46	0.242901136	0.1736351748	0.224964862	0.200098284	0.158400578
a41	0.240389942	0.1833591592	0.234639264	0.187926602	0.15368502
</S>	0.245001736	0.182107728	0.214670122	0.186265076	0.1719553192
