 	Valeria	legge	il	giornale	</S>
a31	0.541605704	0.1667747024	0.09590998592	0.08320110838	0.112508504718
a39	0.2016741034	0.369545858	0.217067124	0.2093356664	0.0023772214188
a8	0.1064377796	0.21578731	0.1688281258	0.3987489812	0.110197814961
a31	0.0911560572	0.165146765	0.130230566	0.45317998	0.16028659646
a11	0.2012718592	0.386781093	0.1829766892	0.2055946846	0.02337565852
a13	0.14572184	0.132749234	0.13649859848	0.4652716748	0.1197586792
a31	0.306399236	0.228515492	0.1377388066	0.2799990688	0.0473473608
a18	0.32688347756	0.143078335	0.1476147054	0.320074004	0.0623495153
a37	0.417006106	0.161212836	0.1009580138	0.200135636	0.120687398
a11	0.326878113	0.2489141	0.1055652648	0.217295978	0.1013465256
a41	0.265835462	0.244728726	0.1036493888	0.298334556	0.0874518626
a14	0.334383834	0.258682196	0.082389132	0.2402417984	0.084303059
a31	0.343112242	0.238751734	0.091080212	0.23239079	0.0946650248
a35	0.3101272018	0.1700858954	0.1007203852	0.251807504	0.167259036
a31	0.479107328	0.173709136	0.0937167164	0.1337182812	0.1197485496
a41	0.242336332	0.18472231	0.161468256	0.224255376	0.187217714
a31	0.296663448	0.211092334	0.15269821	0.173964672	0.16558136
a35	0.210446368	0.216461418	0.187711612	0.209092156	0.17628846
a31	0.286386492	0.220801468	0.163011968	0.175479204	0.154320922
a8	0.1548872174	0.20026313	0.231844314	0.243604238	0.169401098
a20	0.20862452	0.243590334	0.19260548	0.202968274	0.1522114066
a31	0.2600458	0.232337782	0.189400426	0.187406306	0.130809693
a37	0.1513375576	0.21078305	0.244718982	0.26152629	0.131634144
</S>	0.31603386	0.208714222	0.16469746	0.174433024	0.136121456
