 	non	ha	che	li	aspettiamo	</S>
a46	0.35548494174	0.18866500428	0.038099240324	0.01517719512	0.32942871496	0.073144866446
a31	0.08105995362	0.0279085616	0.03766542934	0.057661821908	0.388975115388	0.40672911406
a15	0.028320521966	0.16095516182	0.0290882732	0.026015065136	0.5443679228	0.21125302392
a31	0.06632421878	0.15601448088	0.12258043876	0.0419965522	0.23410942	0.37897487148
a28	0.123417658496	0.367299272136	0.18577499568	0.023253394916	0.2475049896	0.0527496972
a20	0.231673458168	0.06504198168	0.249469621	0.08654730532	0.1497806338	0.217486961134
a11	0.3698912759	0.1322694688	0.206472064	0.11767724054	0.0926239236	0.08106602215
a31	0.20628765036	0.1468634246	0.10562423256	0.2131404532	0.2085809262	0.11950329604
a11	0.199479263	0.07548533586	0.15056896868	0.2077414984	0.2461303392	0.12059460104
a31	0.0885434572	0.08654953907	0.05987431441	0.1649054964	0.380072608	0.220054556224
a46	0.1013828286	0.11235503202	0.06734142894	0.084138678	0.527502982	0.10727904504
a31	0.0913461638	0.08233151506	0.087735733544	0.1373469152	0.379387814	0.221851857462
a11	0.10544375352	0.10388603248	0.10510739816	0.123622961	0.445945014	0.1159948576
a31	0.0975074	0.10033192442	0.10769501812	0.147043698	0.385480546	0.16194140876
a11	0.1074569268	0.10609786088	0.10742286016	0.13748155	0.419523562	0.1220172088
a46	0.1321626788	0.1102563608	0.1195970348	0.165344606	0.331992002	0.14064732786
</S>	0.1382986854	0.1290936824	0.1365218584	0.157686282	0.301394856	0.137004634
