 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.134811167446	0.041737187968	0.009411337944	0.003426524316	0.284216619	0.00893039098	0.00871301132498	0.19606810299	0.295211486903	0.0174742044706
a24	0.041362131	0.011219405	0.0233151169188	0.010698650517	0.4156210688	0.10296714736	0.0131366056056	0.01656069418	0.352455528	0.01266371188
a31	0.09020737004	0.0086451720142	0.00494260502	0.0454974667158	0.353102924	0.010394625752	0.00275729534	0.0070133427598	0.44626794198	0.0311712534
a13	0.12735571136	0.0216359788678	0.023706217104	0.0358312500332	0.649361322	0.047123170176	0.00725817709168	0.03392497018	0.04763812234	0.006165097302
a18	0.0103680115	0.0485135198342	0.04644846139	0.0486401646025	0.730784376	0.020691271082	0.007700151795	0.0274777782486	0.0470258237	0.012350433113
a20	0.0240579434	0.0361803636383	0.03046914342	0.024467253787	0.7453673312	0.010158453654	0.008587188218	0.007255491146	0.0243737456	0.089083073958
a31	0.0396866864	0.0161491259581	0.02837951608	0.0314802494992	0.63637427	0.08783920344	0.00879633674	0.0139179278	0.08097402754	0.056402613396
a37	0.1003573526	0.0396951957342	0.03088958734	0.0266073749903	0.560343138	0.080292940872	0.0375352304594	0.0200266678	0.08820139152	0.0160511434
a31	0.0807622304	0.0068283403114	0.01298791064	0.0061298691716	0.27626822276	0.12830553124	0.07005285728	0.193261457	0.189152832	0.03625076252
a11	0.1547713004	0.0236586422384	0.03476214888	0.0294879069	0.5666464726	0.056658127108	0.053763892846	0.01093789552	0.0579254238	0.0113882458
a31	0.0850114014	0.007830760206	0.01585754488	0.009746751938	0.1851356244	0.0933275726	0.146099039	0.1891486314	0.237836473	0.0300062016
a11	0.2770381438	0.045916950524	0.0687259076	0.04645557196	0.376714504	0.05919319844	0.06550907308	0.0219674778	0.0249388306	0.01354037752
a31	0.0625414212	0.01250957748	0.0200433499	0.01442555584	0.17392871152	0.0853664628	0.172415483	0.1607658104	0.2613491464	0.036654463
a11	0.2380591936	0.0657896096	0.0975140094	0.0690658514	0.2286396976	0.0703390588	0.07462035348	0.0859796752	0.03542426646	0.034568321
a31	0.0489846108	0.01934667208	0.0280750426	0.0204288684	0.1630775305	0.0708054102	0.1716418104	0.2027779594	0.2218774752	0.05298464806
a13	0.1346417795	0.0836444098	0.117564589	0.0877059356	0.1604362126	0.071850296	0.0865016006	0.130362033	0.0670411404	0.0602519736
a31	0.0606979656	0.03443757348	0.0481487906	0.032160064	0.161320949	0.0649902568	0.152023709	0.20288427	0.1778456856	0.0654907228
a18	0.09887227026	0.0851675	0.090819567	0.0811694554	0.1275770186	0.0658882188	0.0925056816	0.1784336	0.094562262	0.0850044582
a31	0.0707689344	0.0519159616	0.06675398	0.0427752684	0.1653661322	0.067528679	0.12526325	0.1647768	0.1738718012	0.0709791764
a10	0.088215083728	0.0748218434	0.0733422152	0.0714427694	0.1249659548	0.0620816244	0.090136946	0.173978594	0.1271620792	0.11385288
a7	0.077029068	0.0600148806	0.074427021	0.0466243128	0.2509485898	0.0674522682	0.108150446	0.114936158	0.134133671	0.06628357752
a31	0.0924547588	0.0636003248	0.0545704692	0.0476859504	0.216394983	0.0560063248	0.095020426	0.152911504	0.149362428	0.071992846
a20	0.09588329544	0.0652807512	0.0634241364	0.0637203932	0.1224926872	0.0580603456	0.1027422372	0.158617184	0.148520426	0.121258584
a31	0.080981657	0.061954974	0.0544226452	0.0490951718	0.171572226	0.055685884	0.101047432	0.141233853	0.200103027	0.0839030848
</S>	0.08006337506	0.0651221518	0.0659296395	0.0700932326	0.0945994396	0.0635959536	0.1110784484	0.127908934	0.1806493708	0.140959442
