 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.4773063246	0.0636269826	0.048030828	0.18885215928	0.12993478	0.066851913134	0.025396982438
a31	0.59426474306	0.148088256246	0.229661782693	0.018211047248	0.003332210212	0.004283966192	0.002158037584
a8	0.4357375878	0.21372911992	0.107407896192	0.106864922272	0.06006994528	0.040987311784	0.0352032229
a31	0.3801621046	0.0677929872	0.30628177148	0.081511259382	0.10974593102	0.050061584456	0.00444439202
a8	0.2696394602	0.17096483668	0.248232536	0.12945637574	0.14479073632	0.01009425224	0.02682184206
a31	0.215190204	0.1095579808	0.1979269936	0.08903600956	0.34165004032	0.024091468248	0.022547295
a46	0.32013881452	0.1295751496	0.2790360948	0.122123143842	0.123357013978	0.016753705302	0.00901606092
a31	0.38612958	0.064709923	0.115092732	0.07347348928	0.1896703615	0.0662270012	0.10469687928
a39	0.3432349196	0.1878505	0.2011719534	0.078299976828	0.13716190058	0.029032534112	0.023248282624
a31	0.246382808	0.1594933416	0.10301439436	0.0937120064	0.22886653186	0.0659636816	0.10256721858
a24	0.2017563654	0.259179	0.14185168	0.09496022542	0.17072005218	0.0643544014	0.06717828212
a15	0.2547592252	0.24211051666	0.08726312148	0.0990973204	0.10080269	0.0959315396	0.1200355876
a31	0.2765306914	0.12516750698	0.08119241708	0.08782321816	0.1471181074	0.0849730122	0.1971950756
a28	0.22949153	0.18429547428	0.0898838628	0.10394142252	0.1932894978	0.0965349052	0.1025632778
a31	0.369412942	0.1964026626	0.0828426764	0.0970220884	0.1108220746	0.0726812718	0.070816298
a18	0.1509974878	0.18243412142	0.0917062776	0.1111758574	0.254953832	0.106280397	0.1024520312
a31	0.2762322914	0.1455998464	0.124801126	0.1440909748	0.1418167998	0.0907963796	0.07666252412
a20	0.1644440856	0.11516482164	0.0970605424	0.1135419288	0.284948158	0.1227373772	0.1021030474
a11	0.2145513652	0.1293087316	0.142163378	0.176467236	0.173402177	0.0921299216	0.07197721036
a13	0.2276058388	0.1172809572	0.117607176	0.1819286332	0.178960774	0.100319044	0.0762976046
a17	0.372226178	0.101174564	0.094985812	0.14914709	0.1345297228	0.0749311568	0.0730054554
a20	0.461831862	0.0945705784	0.0809674188	0.1143458348	0.1268635192	0.057883256	0.0635375794
a39	0.446294176	0.128919382	0.0628774804	0.0941710104	0.141274734	0.0525094	0.0739538294
</S>	0.372826888	0.150716425	0.0600545094	0.096257221	0.20631181	0.0542850774	0.0595480138
