 	è	che	stanno	ancora	svegli	</S>
a31	0.246529226	0.05019279432	0.279743145056	0.0388675684	0.176500184	0.20816707092
a11	0.015488975184	0.1167226556	0.600224796	0.08798130092	0.1079931494	0.0715891938
a7	0.00067984924	0.00979318214	0.19207453032	0.2492632382	0.42486629608	0.123322895852
a24	0.004076537438	0.02156391906	0.20050451	0.28818105596	0.37214934402	0.113524580588
a31	0.055267174904	0.1056084178	0.29046319	0.3069023606	0.165009027	0.0767498358
a20	0.0398209523534	0.17611892296	0.339792926	0.2599450846	0.10561542044	0.0787067021
a31	0.07354291994	0.1022318374	0.27758191	0.1854260642	0.215236016108	0.14598122254
a46	0.05761474418	0.07505906988	0.1615437516	0.3085676188	0.24799376954	0.1492210342
a41	0.0865029888	0.229626386	0.165943674	0.162893544	0.16880552928	0.18622787072
a31	0.095293518	0.226458656	0.1439917254	0.210166738	0.1528910304	0.17119834
a33	0.141289442	0.116340386	0.1934483368	0.198616978	0.1890154946	0.161289342
a31	0.125849422	0.179541686	0.163113114	0.1644665548	0.177918668	0.189110542
a0	0.236182006	0.1836030452	0.146131196	0.125893183	0.171444806	0.136745807
a31	0.18267057	0.1667767892	0.171640002	0.141504696	0.1927027248	0.144705208
a20	0.152983872	0.148274524	0.172917994	0.168592552	0.192311502	0.16491958
a28	0.187716558	0.1696632768	0.173517122	0.140821668	0.204411738	0.1238696246
a11	0.188144318	0.171176752	0.161329968	0.141953732	0.214451954	0.1229432812
</S>	0.1957209728	0.177411724	0.155508574	0.142442424	0.1979692008	0.130947098
